# Title: January - December 2021 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NE-033,Cheyenne County,Nebraska,64.6,3.4,124,61.2
NE-035,Clay County,Nebraska,64.3,2,107,62.3
NE-037,Colfax County,Nebraska,63.4,3.2,121,60.2
NE-039,Cuming County,Nebraska,62.3,2.6,118,59.7
NE-041,Custer County,Nebraska,63.7,2.4,113,61.4
NE-043,Dakota County,Nebraska,61.8,2.4,115,59.4
NE-045,Dawes County,Nebraska,63,2.6,115,60.4
NE-047,Dawson County,Nebraska,64.6,1.7,108,62.9
NE-049,Deuel County,Nebraska,64.8,2.4,115,62.3
NE-051,Dixon County,Nebraska,61.2,2.1,116,59.1
NE-053,Dodge County,Nebraska,63.2,2.8,118,60.4
NE-055,Douglas County,Nebraska,63.5,2.6,115,60.9
NE-057,Dundy County,Nebraska,67.1,2.3,109,64.8
NE-059,Fillmore County,Nebraska,64.3,2,107,62.3
NE-061,Franklin County,Nebraska,65.7,1.9,108,63.8
NE-063,Frontier County,Nebraska,66.1,2.2,109,63.9
NE-065,Furnas County,Nebraska,66.7,1.6,98,65.1
NE-067,Gage County,Nebraska,64.8,1.9,108,62.9
NE-069,Garden County,Nebraska,63.9,3.4,123,60.4
NE-071,Garfield County,Nebraska,62.7,2.8,120,59.9
NE-073,Gosper County,Nebraska,65.1,1.4,102,63.7
NE-075,Grant County,Nebraska,62.7,3.2,122,59.6
NE-077,Greeley County,Nebraska,62.7,2.4,116,60.3
NE-079,Hall County,Nebraska,64.2,2.4,116,61.8
NE-081,Hamilton County,Nebraska,64,2.4,115,61.6
NE-083,Harlan County,Nebraska,66,1.5,98,64.4
NE-085,Hayes County,Nebraska,66.3,2.4,114,63.9
NE-087,Hitchcock County,Nebraska,67.4,2.3,111,65.1
NE-089,Holt County,Nebraska,62.4,2.7,118,59.7
NE-091,Hooker County,Nebraska,63.1,2.5,114,60.6
NE-093,Howard County,Nebraska,63.8,2.3,117,61.5
NE-095,Jefferson County,Nebraska,65.1,1.9,104,63.3
NE-097,Johnson County,Nebraska,64.4,1.4,102,62.9
NE-099,Kearney County,Nebraska,64,1.5,100,62.5
NE-101,Keith County,Nebraska,64.6,2.4,114,62.2
NE-103,Keya Paha County,Nebraska,63.7,3.9,124,59.8
NE-105,Kimball County,Nebraska,63.6,3.1,123,60.5
NE-107,Knox County,Nebraska,62.2,2.6,122,59.6
NE-109,Lancaster County,Nebraska,64,2.2,109,61.8
NE-111,Lincoln County,Nebraska,64.9,2.1,113,62.8
NE-113,Logan County,Nebraska,63.6,1.9,108,61.8
NE-115,Loup County,Nebraska,63.1,2.5,116,60.6
NE-117,McPherson County,Nebraska,63.4,2.2,114,61.2
NE-119,Madison County,Nebraska,62.2,2.4,115,59.8
NE-121,Merrick County,Nebraska,64.1,2.8,118,61.3
NE-123,Morrill County,Nebraska,64.5,3.8,125,60.7
NE-125,Nance County,Nebraska,63.3,2.8,113,60.5
NE-127,Nemaha County,Nebraska,64.9,1.8,106,63.2
NE-129,Nuckolls County,Nebraska,65.4,2.2,110,63.2
NE-131,Otoe County,Nebraska,64,1.6,106,62.4
NE-133,Pawnee County,Nebraska,65.1,1.8,110,63.3
NE-135,Perkins County,Nebraska,65.5,2.5,117,63.1
NE-137,Phelps County,Nebraska,64.3,1.4,97,62.9
NE-139,Pierce County,Nebraska,61.6,2.2,116,59.3
NE-141,Platte County,Nebraska,62.9,2.9,116,60
NE-143,Polk County,Nebraska,63.4,2.7,113,60.8
NE-145,Red Willow County,Nebraska,67.6,2.7,116,65
NE-147,Richardson County,Nebraska,65.6,2.2,112,63.4
NE-149,Rock County,Nebraska,63,3.1,123,60
NE-151,Saline County,Nebraska,64.4,2.1,108,62.3
NE-153,Sarpy County,Nebraska,63.8,2.6,117,61.2
NE-155,Saunders County,Nebraska,63.4,2.5,113,60.9
NE-157,Scotts Bluff County,Nebraska,65.3,3.9,125,61.4
NE-159,Seward County,Nebraska,63.4,1.9,105,61.5
NE-161,Sheridan County,Nebraska,62.4,3.1,121,59.3
NE-163,Sherman County,Nebraska,63.6,2.3,116,61.3
NE-165,Sioux County,Nebraska,62.1,2.7,117,59.4
NE-167,Stanton County,Nebraska,62.7,2.9,119,59.8
NE-169,Thayer County,Nebraska,65.4,2.3,114,63.1
NE-171,Thomas County,Nebraska,63.8,2.1,114,61.6
NE-173,Thurston County,Nebraska,61.7,2.5,114,59.2
NE-175,Valley County,Nebraska,63,2.5,118,60.6
NE-177,Washington County,Nebraska,63,2.6,116,60.4
NE-179,Wayne County,Nebraska,61.6,2.3,117,59.3
NE-181,Webster County,Nebraska,65.5,2,109,63.5
NE-183,Wheeler County,Nebraska,62.6,2.8,119,59.8
NE-185,York County,Nebraska,63.7,2,108,61.7
NV-001,Churchill County,Nevada,68.7,2.9,125,65.8
NV-003,Clark County,Nevada,78,2.8,124,75.2
NV-005,Douglas County,Nevada,64.2,3.2,126,61
NV-007,Elko County,Nevada,60.8,3,125,57.8
NV-009,Esmeralda County,Nevada,69.3,3.9,126,65.4
NV-011,Eureka County,Nevada,62.9,3.4,124,59.5
NV-013,Humboldt County,Nevada,64.2,3.4,124,60.8
NV-015,Lander County,Nevada,64.3,3.4,124,60.9
NV-017,Lincoln County,Nevada,69.9,2.7,120,67.2
NV-019,Lyon County,Nevada,67.6,2.8,125,64.8
NV-021,Mineral County,Nevada,67,3.4,124,63.5
NV-023,Nye County,Nevada,68,3.4,123,64.7
NV-027,Pershing County,Nevada,66.3,2.6,122,63.8
NV-029,Storey County,Nevada,64.7,3.1,125,61.6
NV-031,Washoe County,Nevada,64,3.2,123,60.8
NV-033,White Pine County,Nevada,61.9,3.1,126,58.8
NV-510,Carson City,Nevada,65.3,3.2,126,62.1
NH-001,Belknap County,New Hampshire,57.4,2.4,118,55
NH-003,Carroll County,New Hampshire,56.4,2.7,119,53.7
NH-005,Cheshire County,New Hampshire,57.6,2.6,121,54.9
NH-007,Coos County,New Hampshire,52.4,2.9,122,49.5
NH-009,Grafton County,New Hampshire,54.8,2.7,119,52.2
NH-011,Hillsborough County,New Hampshire,59.1,3,120,56.1
NH-013,Merrimack County,New Hampshire,57.7,2.5,118,55.2
NH-015,Rockingham County,New Hampshire,59.5,2.7,116,56.7
NH-017,Strafford County,New Hampshire,57.7,1.9,112,55.8
NH-019,Sullivan County,New Hampshire,56.2,2.5,118,53.7
NJ-001,Atlantic County,New Jersey,66.1,3.5,124,62.6
NJ-003,Bergen County,New Jersey,63.7,2.9,116,60.9
NJ-005,Burlington County,New Jersey,66.6,3.4,123,63.2
NJ-007,Camden County,New Jersey,66.7,3.5,125,63.2
NJ-009,Cape May County,New Jersey,65.6,3.5,125,62.1
NJ-011,Cumberland County,New Jersey,66.1,3.3,123,62.9
NJ-013,Essex County,New Jersey,64.2,2.8,116,61.4
NJ-015,Gloucester County,New Jersey,66.4,3.2,124,63.2
NJ-017,Hudson County,New Jersey,64.5,3.1,118,61.5
NJ-019,Hunterdon County,New Jersey,63.7,3.3,119,60.4
NJ-021,Mercer County,New Jersey,65.4,3.1,118,62.3
NJ-023,Middlesex County,New Jersey,65.5,3.3,120,62.2
NJ-025,Monmouth County,New Jersey,65.7,3.7,124,62
NJ-027,Morris County,New Jersey,62,2.5,114,59.5
NJ-029,Ocean County,New Jersey,65.9,3.6,126,62.3
NJ-031,Passaic County,New Jersey,62,2.7,117,59.2
NJ-033,Salem County,New Jersey,65.9,2.7,119,63.1
NJ-035,Somerset County,New Jersey,64.6,3.1,119,61.5
NJ-037,Sussex County,New Jersey,60.7,2.5,114,58.2
NJ-039,Union County,New Jersey,64.7,2.8,115,61.9
NJ-041,Warren County,New Jersey,62.2,3,117,59.2
NM-001,Bernalillo County,New Mexico,70.2,3.5,125,66.7
NM-003,Catron County,New Mexico,66.2,2.4,118,63.7
NM-005,Chaves County,New Mexico,76.7,3.2,122,73.5
NM-006,Cibola County,New Mexico,66.1,2.3,114,63.8
NM-007,Colfax County,New Mexico,63.4,1.9,112,61.5
NM-009,Curry County,New Mexico,72.8,2.8,120,70
NM-011,De Baca County,New Mexico,76.2,4.7,126,71.5
NM-013,Dona Ana County,New Mexico,77.6,2.8,118,74.8
NM-015,Eddy County,New Mexico,77.5,2.2,109,75.3
NM-017,Grant County,New Mexico,72.4,3.3,124,69.1
NM-019,Guadalupe County,New Mexico,72.7,3.7,124,69
NM-021,Harding County,New Mexico,70.8,2.6,114,68.3
NM-023,Hidalgo County,New Mexico,77.4,2.9,122,74.5
NM-025,Lea County,New Mexico,76.6,2.1,110,74.5
NM-027,Lincoln County,New Mexico,70.7,2.4,111,68.3
NM-028,Los Alamos County,New Mexico,62.7,3.5,124,59.2
NM-029,Luna County,New Mexico,78.2,3.1,125,75.1
NM-031,McKinley County,New Mexico,66.3,3.3,123,63
NM-033,Mora County,New Mexico,64.7,3.1,123,61.6
NM-035,Otero County,New Mexico,73.1,2.5,115,70.7
NM-037,Quay County,New Mexico,73.4,2.2,111,71.1
NM-039,Rio Arriba County,New Mexico,62.2,3.1,124,59.1
NM-041,Roosevelt County,New Mexico,74,2.8,116,71.2
NM-043,Sandoval County,New Mexico,67.1,3.1,123,63.9
NM-045,San Juan County,New Mexico,68.3,3.4,123,65
NM-047,San Miguel County,New Mexico,69.2,2.9,118,66.3
NM-049,Santa Fe County,New Mexico,65.9,3.3,123,62.6
NM-051,Sierra County,New Mexico,73.6,2.8,116,70.9
NM-053,Socorro County,New Mexico,71,3,121,68
NM-055,Taos County,New Mexico,59.4,3.7,126,55.7
NM-057,Torrance County,New Mexico,67.9,3.5,123,64.4
NM-059,Union County,New Mexico,68.1,1.7,109,66.3
NM-061,Valencia County,New Mexico,72.5,3.1,123,69.4
NY-001,Albany County,New York,58.8,2.1,113,56.7
NY-003,Allegany County,New York,58.1,2.6,121,55.4
NY-005,Bronx County,New York,64.1,3.2,121,60.9
NY-007,Broome County,New York,57.6,1.8,109,55.8
NY-009,Cattaraugus County,New York,58.1,2.7,122,55.4
NY-011,Cayuga County,New York,57.6,2.1,116,55.5
NY-013,Chautauqua County,New York,58.6,3.1,125,55.6
NY-015,Chemung County,New York,58.8,2.6,121,56.1
NY-017,Chenango County,New York,56.2,1.6,106,54.6
NY-019,Clinton County,New York,54.8,3.5,125,51.3
NY-021,Columbia County,New York,59.9,2.2,114,57.7
NY-023,Cortland County,New York,56,2,114,54
NY-025,Delaware County,New York,56.3,1.8,108,54.4
NY-027,Dutchess County,New York,61.2,2.8,115,58.4
NY-029,Erie County,New York,58.9,3.1,123,55.8
NY-031,Essex County,New York,53.2,2.3,113,50.9
NY-033,Franklin County,New York,54.2,3.6,123,50.7
NY-035,Fulton County,New York,56.4,2.2,116,54.1
NY-037,Genesee County,New York,58.1,2.7,122,55.4
NY-039,Greene County,New York,57.8,2.3,113,55.5
NY-041,Hamilton County,New York,52.9,2.3,113,50.6
NY-043,Herkimer County,New York,54.7,2.6,118,52.1
NY-045,Jefferson County,New York,55.9,2.6,116,53.3
NY-047,Kings County,New York,64.3,3.2,121,61.1
NY-049,Lewis County,New York,54.3,2.5,119,51.8
NY-051,Livingston County,New York,58.9,2.6,121,56.3
NY-053,Madison County,New York,56.5,2.6,121,53.9
NY-055,Monroe County,New York,58.6,2.7,124,55.9
NY-057,Montgomery County,New York,58.5,2.2,111,56.4
NY-059,Nassau County,New York,63.7,3.3,122,60.4
NY-061,New York County,New York,64.3,3.2,120,61.1
NY-063,Niagara County,New York,58.2,2.5,117,55.7
NY-065,Oneida County,New York,56.6,2.5,118,54.1
NY-067,Onondaga County,New York,58.2,2.8,122,55.4
NY-069,Ontario County,New York,58.3,2.4,118,55.9
NY-071,Orange County,New York,60.5,2.5,112,58
NY-073,Orleans County,New York,58.2,2.9,124,55.3
NY-075,Oswego County,New York,57.4,2.8,122,54.6
NY-077,Otsego County,New York,56,1.9,111,54.1
NY-079,Putnam County,New York,61,2.6,116,58.4
NY-081,Queens County,New York,64.2,3.2,122,60.9
NY-083,Rensselaer County,New York,58.4,2.4,115,56.1
NY-085,Richmond County,New York,64.7,3.2,120,61.5
NY-087,Rockland County,New York,62.4,2.8,116,59.6
NY-089,St. Lawrence County,New York,55.6,3.4,122,52.2
NY-091,Saratoga County,New York,57.8,2.2,113,55.6
NY-093,Schenectady County,New York,58.4,2.1,111,56.3
NY-095,Schoharie County,New York,57,2.2,112,54.9
NY-097,Schuyler County,New York,57.8,2.4,118,55.4
NY-099,Seneca County,New York,58.5,2,114,56.5
NY-101,Steuben County,New York,57.9,2.2,115,55.7
NY-103,Suffolk County,New York,62.3,3.3,123,59
NY-105,Sullivan County,New York,58,2.4,116,55.6
NY-107,Tioga County,New York,58.3,2.4,118,55.9
NY-109,Tompkins County,New York,57.5,2.1,114,55.4
NY-111,Ulster County,New York,58.8,2.5,114,56.3
NY-113,Warren County,New York,55.4,2.2,114,53.2
NY-115,Washington County,New York,57.9,2.2,114,55.7
NY-117,Wayne County,New York,57.5,1.8,111,55.7
NY-119,Westchester County,New York,62.6,2.7,116,59.8
NY-121,Wyoming County,New York,57,2.7,121,54.2
NY-123,Yates County,New York,58.4,2.5,119,55.9
NC-001,Alamance County,North Carolina,71.1,1.4,112,69.7
NC-003,Alexander County,North Carolina,70.1,1.6,110,68.5
NC-005,Alleghany County,North Carolina,63.6,1.8,114,61.8
NC-007,Anson County,North Carolina,73.5,1,97,72.5
NC-009,Ashe County,North Carolina,62.3,1.6,114,60.7
NC-011,Avery County,North Carolina,60.6,1.8,114,58.8
NC-013,Beaufort County,North Carolina,72.8,1.3,105,71.5
NC-015,Bertie County,North Carolina,71.7,1,103,70.7
NC-017,Bladen County,North Carolina,74,0.6,86,73.4
NC-019,Brunswick County,North Carolina,74.1,0.6,86,73.5
NC-021,Buncombe County,North Carolina,65.6,1.8,115,63.8
NC-023,Burke County,North Carolina,70.1,1.3,105,68.8
NC-025,Cabarrus County,North Carolina,72.7,1.6,111,71.1
NC-027,Caldwell County,North Carolina,69.7,1.4,107,68.3
NC-029,Camden County,North Carolina,71.1,1.8,113,69.3
NC-031,Carteret County,North Carolina,73.6,1.8,119,71.8
NC-033,Caswell County,North Carolina,71.3,2.1,123,69.2
NC-035,Catawba County,North Carolina,71.3,1.8,115,69.5
NC-037,Chatham County,North Carolina,71.8,0.9,95,70.9
NC-039,Cherokee County,North Carolina,68.6,1.3,105,67.3
NC-041,Chowan County,North Carolina,71.7,1.6,112,70.1
NC-043,Clay County,North Carolina,67.2,1.6,110,65.6
NC-045,Cleveland County,North Carolina,72.5,2,118,70.6
NC-047,Columbus County,North Carolina,74.1,0.3,76,73.9
NC-049,Craven County,North Carolina,73.5,1.5,110,72.1
NC-051,Cumberland County,North Carolina,73.9,1.1,104,72.8
NC-053,Currituck County,North Carolina,70.1,1.8,114,68.3
NC-055,Dare County,North Carolina,71,1.5,114,69.5
NC-057,Davidson County,North Carolina,71,1.4,105,69.6
NC-059,Davie County,North Carolina,70.9,1.6,108,69.3
NC-061,Duplin County,North Carolina,73,0.4,80,72.6
NC-063,Durham County,North Carolina,72,1.6,114,70.3
NC-065,Edgecombe County,North Carolina,72.7,1.7,116,71
NC-067,Forsyth County,North Carolina,70.1,1.5,107,68.6
NC-069,Franklin County,North Carolina,72,1.7,113,70.4
NC-071,Gaston County,North Carolina,73.1,2.7,124,70.4
NC-073,Gates County,North Carolina,71.7,1.4,106,70.3
NC-075,Graham County,North Carolina,65.6,1.1,102,64.4
NC-077,Granville County,North Carolina,71.8,2.4,122,69.4
NC-079,Greene County,North Carolina,72.7,1,95,71.8
NC-081,Guilford County,North Carolina,70.4,1.4,109,69
NC-083,Halifax County,North Carolina,71.5,1.2,100,70.4
NC-085,Harnett County,North Carolina,72.8,0.7,90,72.1
NC-087,Haywood County,North Carolina,61.3,1.1,101,60.1
NC-089,Henderson County,North Carolina,66.2,1.5,111,64.7
NC-091,Hertford County,North Carolina,71.2,0.9,94,70.4
NC-093,Hoke County,North Carolina,74,1.4,110,72.6
NC-095,Hyde County,North Carolina,72.3,1.1,102,71.2
NC-097,Iredell County,North Carolina,71,1.6,110,69.4
NC-099,Jackson County,North Carolina,63.5,0.9,95,62.6
NC-101,Johnston County,North Carolina,72.5,0.7,87,71.8
NC-103,Jones County,North Carolina,73.5,1.1,99,72.4
NC-105,Lee County,North Carolina,72.3,0.6,87,71.7
NC-107,Lenoir County,North Carolina,72.6,0.5,82,72.1
NC-109,Lincoln County,North Carolina,72.2,2.3,123,69.9
NC-111,McDowell County,North Carolina,68.7,1,98,67.7
NC-113,Macon County,North Carolina,65.4,1.2,103,64.2
NC-115,Madison County,North Carolina,66.1,1.7,109,64.4
NC-117,Martin County,North Carolina,72.4,1.3,108,71.1
NC-119,Mecklenburg County,North Carolina,73.3,2.5,123,70.8
NC-121,Mitchell County,North Carolina,62.4,1.4,106,61
NC-123,Montgomery County,North Carolina,72.6,1.1,98,71.6
NC-125,Moore County,North Carolina,72.8,1.1,98,71.7
NC-127,Nash County,North Carolina,72.4,1.6,114,70.8
NC-129,New Hanover County,North Carolina,74.6,1.2,112,73.4
NC-131,Northampton County,North Carolina,71,0.7,91,70.3
NC-133,Onslow County,North Carolina,73.6,0.9,94,72.7
NC-135,Orange County,North Carolina,71.2,1.5,112,69.6
NC-137,Pamlico County,North Carolina,73.2,1.4,110,71.8
NC-139,Pasquotank County,North Carolina,71.4,1.8,115,69.6
NC-141,Pender County,North Carolina,73.9,0.5,83,73.4
NC-143,Perquimans County,North Carolina,71.7,1.7,114,70
NC-145,Person County,North Carolina,71.3,2.4,123,68.9
NC-147,Pitt County,North Carolina,72.8,1.1,100,71.7
NC-149,Polk County,North Carolina,70.7,1.4,108,69.3
NC-151,Randolph County,North Carolina,71.2,1.1,98,70.1
NC-153,Richmond County,North Carolina,73.7,1.1,98,72.5
NC-155,Robeson County,North Carolina,74.7,1.2,104,73.6
NC-157,Rockingham County,North Carolina,70.6,1.6,112,69
NC-159,Rowan County,North Carolina,71.6,1.4,105,70.2
NC-161,Rutherford County,North Carolina,71.5,1.3,107,70.1
NC-163,Sampson County,North Carolina,73.2,0.6,87,72.6
NC-165,Scotland County,North Carolina,74.5,1.6,110,72.9
NC-167,Stanly County,North Carolina,72.8,1,102,71.8
NC-169,Stokes County,North Carolina,69.2,1.1,101,68.1
NC-171,Surry County,North Carolina,69.4,2.1,119,67.3
NC-173,Swain County,North Carolina,62.7,0.7,88,62
NC-175,Transylvania County,North Carolina,64.9,1.5,110,63.5
NC-177,Tyrrell County,North Carolina,72.1,1.6,112,70.5
NC-179,Union County,North Carolina,73.3,1.8,113,71.5
NC-181,Vance County,North Carolina,72,2.4,123,69.6
NC-183,Wake County,North Carolina,72,1.1,98,71
NC-185,Warren County,North Carolina,71.8,2,119,69.8
NC-187,Washington County,North Carolina,72.3,1.5,106,70.8
NC-189,Watauga County,North Carolina,62.1,1.9,117,60.2
NC-191,Wayne County,North Carolina,72.6,0.8,92,71.8
NC-193,Wilkes County,North Carolina,69.4,2,118,67.4
NC-195,Wilson County,North Carolina,72.8,1.5,113,71.3
NC-197,Yadkin County,North Carolina,70.5,2.1,121,68.3
NC-199,Yancey County,North Carolina,62.2,1.5,106,60.6
ND-001,Adams County,North Dakota,59.3,5.2,127,54.1
ND-003,Barnes County,North Dakota,56.2,5.1,128,51.1
ND-005,Benson County,North Dakota,54.7,5,128,49.6
ND-007,Billings County,North Dakota,59,5.5,128,53.4
ND-009,Bottineau County,North Dakota,54,4.6,127,49.5
ND-011,Bowman County,North Dakota,60,5.4,128,54.6
ND-013,Burke County,North Dakota,53.4,4.2,124,49.1
ND-015,Burleigh County,North Dakota,57,5.5,129,51.5
ND-017,Cass County,North Dakota,56.2,4.7,126,51.5
ND-019,Cavalier County,North Dakota,52.2,5.1,129,47.1
ND-021,Dickey County,North Dakota,56.2,3.6,124,52.5
ND-023,Divide County,North Dakota,54.4,4.8,124,49.6
ND-025,Dunn County,North Dakota,58.2,5.5,128,52.7
ND-027,Eddy County,North Dakota,54.9,4.9,129,50
ND-029,Emmons County,North Dakota,57.7,4.5,125,53.2
ND-031,Foster County,North Dakota,55.3,4.8,129,50.5
ND-033,Golden Valley County,North Dakota,59.3,5.3,128,54.1
ND-035,Grand Forks County,North Dakota,54.8,4.7,129,50
ND-037,Grant County,North Dakota,58.6,4.8,125,53.8
ND-039,Griggs County,North Dakota,54.7,4.6,129,50.1
ND-041,Hettinger County,North Dakota,58.6,5,128,53.6
ND-043,Kidder County,North Dakota,55.9,5.2,128,50.8
ND-045,LaMoure County,North Dakota,56.4,4.2,125,52.1
ND-047,Logan County,North Dakota,56.2,4.4,126,51.8
ND-049,McHenry County,North Dakota,55.7,4.9,127,50.8
ND-051,McIntosh County,North Dakota,56.5,4.2,125,52.3
ND-053,McKenzie County,North Dakota,57.9,5.2,126,52.7
ND-055,McLean County,North Dakota,56.8,5.4,129,51.3
ND-057,Mercer County,North Dakota,57.9,5.3,127,52.6
ND-059,Morton County,North Dakota,58.2,5.2,128,53
ND-061,Mountrail County,North Dakota,55.5,4.9,127,50.5
ND-063,Nelson County,North Dakota,53.7,4.7,129,49
ND-065,Oliver County,North Dakota,57.2,4.9,127,52.2
ND-067,Pembina County,North Dakota,53.9,5.8,129,48.1
ND-069,Pierce County,North Dakota,54.7,5,127,49.7
ND-071,Ramsey County,North Dakota,53.7,4.7,128,49
ND-073,Ransom County,North Dakota,56.7,4.6,126,52.1
ND-075,Renville County,North Dakota,54.5,4.3,127,50.2
ND-077,Richland County,North Dakota,56.6,4.2,126,52.4
ND-079,Rolette County,North Dakota,52.5,4.8,127,47.7
ND-081,Sargent County,North Dakota,56.1,3.4,121,52.6
ND-083,Sheridan County,North Dakota,56.2,5.8,129,50.4
ND-085,Sioux County,North Dakota,59,4.7,125,54.3
ND-087,Slope County,North Dakota,59.5,5.1,128,54.4
ND-089,Stark County,North Dakota,58.5,5.3,128,53.3
ND-091,Steele County,North Dakota,53.9,3.6,126,50.3
ND-093,Stutsman County,North Dakota,56,4.9,129,51.1
ND-095,Towner County,North Dakota,53.1,5,128,48.1
ND-097,Traill County,North Dakota,54.7,3.7,126,50.9
ND-099,Walsh County,North Dakota,54,5.4,129,48.6
ND-101,Ward County,North Dakota,55.6,4.9,127,50.7
ND-103,Wells County,North Dakota,55.1,4.9,129,50.2
ND-105,Williams County,North Dakota,56.1,5,123,51.1
OH-001,Adams County,Ohio,65.7,1.5,102,64.2
OH-003,Allen County,Ohio,62.2,2.3,117,59.9
OH-005,Ashland County,Ohio,61.6,2.4,118,59.1
OH-007,Ashtabula County,Ohio,60.5,3.5,125,57
OH-009,Athens County,Ohio,64.7,1.3,94,63.4
OH-011,Auglaize County,Ohio,62.1,2,116,60.1
OH-013,Belmont County,Ohio,63,1.4,107,61.6
OH-015,Brown County,Ohio,65.2,1.7,106,63.6
OH-017,Butler County,Ohio,64.8,2.1,115,62.7
OH-019,Carroll County,Ohio,61.8,2,114,59.9
OH-021,Champaign County,Ohio,61.9,1.5,107,60.4
OH-023,Clark County,Ohio,62.9,1.8,115,61
OH-025,Clermont County,Ohio,65.5,1.9,111,63.6
OH-027,Clinton County,Ohio,63.8,2.1,114,61.7
OH-029,Columbiana County,Ohio,61.1,1.7,111,59.4
OH-031,Coshocton County,Ohio,62.8,1.6,112,61.2
OH-033,Crawford County,Ohio,62.3,2.9,125,59.4
OH-035,Cuyahoga County,Ohio,61.4,3.7,125,57.7
OH-037,Darke County,Ohio,62.8,2.2,117,60.6
OH-039,Defiance County,Ohio,62,2.7,120,59.3
OH-041,Delaware County,Ohio,63,1.6,104,61.4
OH-043,Erie County,Ohio,61.2,2.6,122,58.6
OH-045,Fairfield County,Ohio,63.8,1.5,105,62.3
OH-047,Fayette County,Ohio,63.7,2,112,61.7
OH-049,Franklin County,Ohio,64.2,1.9,112,62.3
OH-051,Fulton County,Ohio,61.8,3.1,122,58.7
OH-053,Gallia County,Ohio,65.4,0.6,83,64.9
OH-055,Geauga County,Ohio,60.5,3.8,125,56.7
OH-057,Greene County,Ohio,63.6,2.1,115,61.5
OH-059,Guernsey County,Ohio,64,1.9,117,62.1
OH-061,Hamilton County,Ohio,65.6,2.1,117,63.5
OH-063,Hancock County,Ohio,62.6,2.8,123,59.8
OH-065,Hardin County,Ohio,62.3,2.5,121,59.8
OH-067,Harrison County,Ohio,62.6,1.9,113,60.8
OH-069,Henry County,Ohio,62.2,2.8,120,59.5
OH-071,Highland County,Ohio,64.7,2.2,117,62.4
OH-073,Hocking County,Ohio,63.7,1.1,93,62.6
OH-075,Holmes County,Ohio,61.8,1.7,113,60.1
OH-077,Huron County,Ohio,61.6,2.4,122,59.2
OH-079,Jackson County,Ohio,64.7,0.8,86,64
OH-081,Jefferson County,Ohio,61.9,1.1,97,60.8
OH-083,Knox County,Ohio,61.9,1.5,107,60.4
OH-085,Lake County,Ohio,61,4,126,57
OH-087,Lawrence County,Ohio,66.2,1.1,94,65.1
OH-089,Licking County,Ohio,63.1,1.7,112,61.4
OH-091,Logan County,Ohio,61.4,1.7,107,59.8
OH-093,Lorain County,Ohio,61,2.2,115,58.8
OH-095,Lucas County,Ohio,62.9,3.7,126,59.1
OH-097,Madison County,Ohio,63.3,1.9,113,61.4
OH-099,Mahoning County,Ohio,61.7,3.1,122,58.6
OH-101,Marion County,Ohio,62.5,2.1,116,60.4
OH-103,Medina County,Ohio,61.6,3,123,58.5
OH-105,Meigs County,Ohio,65,0.7,84,64.3
OH-107,Mercer County,Ohio,62.1,2.2,117,60
OH-109,Miami County,Ohio,63.7,2.5,121,61.2
OH-111,Monroe County,Ohio,63.6,0.8,90,62.8
OH-113,Montgomery County,Ohio,64.5,2.6,122,61.8
OH-115,Morgan County,Ohio,64.2,1.2,96,63
OH-117,Morrow County,Ohio,61.7,1.9,111,59.8
OH-119,Muskingum County,Ohio,64,1.8,115,62.2
OH-121,Noble County,Ohio,64.2,1.4,107,62.8
OH-123,Ottawa County,Ohio,62,3.1,125,58.9
OH-125,Paulding County,Ohio,62.1,2.5,118,59.7
OH-127,Perry County,Ohio,63.7,1.4,104,62.2
OH-129,Pickaway County,Ohio,64.5,1.5,105,63
OH-131,Pike County,Ohio,65.1,1.7,105,63.4
OH-133,Portage County,Ohio,61.8,4.1,125,57.7
OH-135,Preble County,Ohio,62.7,1.6,106,61.1
OH-137,Putnam County,Ohio,62.3,2.5,117,59.8
OH-139,Richland County,Ohio,61.9,2.9,124,59
OH-141,Ross County,Ohio,64.6,1.6,105,63
OH-143,Sandusky County,Ohio,62.2,2.8,122,59.4
OH-145,Scioto County,Ohio,65.8,1.2,94,64.5
OH-147,Seneca County,Ohio,62.1,2.6,122,59.5
OH-149,Shelby County,Ohio,62.2,1.8,110,60.4
OH-151,Stark County,Ohio,62.7,3.7,126,59
OH-153,Summit County,Ohio,62.6,4.2,127,58.3
OH-155,Trumbull County,Ohio,61.6,3.5,124,58.1
OH-157,Tuscarawas County,Ohio,62.8,2,114,60.8
OH-159,Union County,Ohio,62.5,1.7,108,60.8
OH-161,Van Wert County,Ohio,61.9,2.1,114,59.8
OH-163,Vinton County,Ohio,64.1,0.8,87,63.3
OH-165,Warren County,Ohio,64.9,2.3,119,62.6
OH-167,Washington County,Ohio,65.3,1.6,107,63.7
OH-169,Wayne County,Ohio,61.8,2.4,118,59.4
OH-171,Williams County,Ohio,61.3,2.8,121,58.5
OH-173,Wood County,Ohio,62.7,3,122,59.8
OH-175,Wyandot County,Ohio,62.7,2.7,122,60
OK-001,Adair County,Oklahoma,70.9,1.1,97,69.8
OK-003,Alfalfa County,Oklahoma,72.5,1.7,109,70.8
