ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
GA-213,Murray County,Georgia,71.2,0.7,94,70.5,
GA-215,Muscogee County,Georgia,76.7,0.9,101,75.8,
GA-217,Newton County,Georgia,75.5,2.5,121,73,
GA-219,Oconee County,Georgia,75.1,2.6,125,72.4,
GA-221,Oglethorpe County,Georgia,75.1,2.4,125,72.7,
GA-223,Paulding County,Georgia,72.7,1.1,100,71.6,
GA-225,Peach County,Georgia,77.6,1.9,117,75.7,
GA-227,Pickens County,Georgia,70.2,0.9,96,69.3,
GA-229,Pierce County,Georgia,80,1.5,117,78.5,
GA-231,Pike County,Georgia,75.4,1.7,116,73.7,
GA-233,Polk County,Georgia,73.3,0.9,94,72.4,
GA-235,Pulaski County,Georgia,78.5,2.5,123,76,
GA-237,Putnam County,Georgia,76.5,2,114,74.5,
GA-239,Quitman County,Georgia,77.3,0.6,95,76.7,
GA-241,Rabun County,Georgia,68.2,0.6,88,67.7,
GA-243,Randolph County,Georgia,77.3,0.6,93,76.7,
GA-245,Richmond County,Georgia,76.6,1.7,112,74.9,
GA-247,Rockdale County,Georgia,74.8,2.4,121,72.3,
GA-249,Schley County,Georgia,77.1,1.2,110,75.9,
GA-251,Screven County,Georgia,78.3,2.3,123,76,
GA-253,Seminole County,Georgia,78.9,0.5,89,78.4,
GA-255,Spalding County,Georgia,75.5,2,117,73.4,
GA-257,Stephens County,Georgia,72,0.7,100,71.3,
GA-259,Stewart County,Georgia,77.1,0.7,97,76.4,
GA-261,Sumter County,Georgia,77.8,1.5,113,76.4,
GA-263,Talbot County,Georgia,75.9,1.1,108,74.8,
GA-265,Taliaferro County,Georgia,75.3,1.6,113,73.7,
GA-267,Tattnall County,Georgia,79.5,1.8,119,77.8,
GA-269,Taylor County,Georgia,76.7,1.3,109,75.4,
GA-271,Telfair County,Georgia,78.6,1.8,116,76.8,
GA-273,Terrell County,Georgia,77.8,0.9,103,76.8,
GA-275,Thomas County,Georgia,78.6,0.5,90,78.1,
GA-277,Tift County,Georgia,78.3,1.5,113,76.7,
GA-279,Toombs County,Georgia,79.1,1.6,119,77.4,
GA-281,Towns County,Georgia,68.3,1.6,115,66.7,
GA-283,Treutlen County,Georgia,78.2,1.5,115,76.7,
GA-285,Troup County,Georgia,75,1,104,74,
GA-287,Turner County,Georgia,78.4,2.1,122,76.2,
GA-289,Twiggs County,Georgia,77.8,1.9,119,75.8,
GA-291,Union County,Georgia,68.5,1.7,116,66.8,
GA-293,Upson County,Georgia,76,1.5,113,74.6,
GA-295,Walker County,Georgia,71.4,0.9,93,70.5,
GA-297,Walton County,Georgia,74.6,2.5,124,72.1,
GA-299,Ware County,Georgia,80.2,1.5,116,78.7,
GA-301,Warren County,Georgia,75.3,1.2,108,74.1,
GA-303,Washington County,Georgia,76.9,1.3,110,75.6,
GA-305,Wayne County,Georgia,80.1,2,123,78.1,
GA-307,Webster County,Georgia,77.1,0.8,96,76.4,
GA-309,Wheeler County,Georgia,78.7,1.6,112,77,
GA-311,White County,Georgia,70.2,1.3,107,68.8,
GA-313,Whitfield County,Georgia,72.1,1,99,71.1,
GA-315,Wilcox County,Georgia,78.5,2.5,124,76.1,
GA-317,Wilkes County,Georgia,74.8,1.5,112,73.2,
GA-319,Wilkinson County,Georgia,77.6,1.7,112,75.9,
GA-321,Worth County,Georgia,78.3,1.6,115,76.7,
ID-001,Ada County,Idaho,63.9,0.5,79,63.4,
ID-003,Adams County,Idaho,54.9,0.6,83,54.2,
ID-005,Bannock County,Idaho,56.3,0.8,87,55.4,
ID-007,Bear Lake County,Idaho,52.6,1.2,89,51.4,
ID-009,Benewah County,Idaho,56.8,1.2,105,55.6,
ID-011,Bingham County,Idaho,56.3,0.8,87,55.5,
ID-013,Blaine County,Idaho,54.2,1.1,89,53.1,
ID-015,Boise County,Idaho,55.9,1.6,106,54.3,
ID-017,Bonner County,Idaho,53.4,1,92,52.3,
ID-019,Bonneville County,Idaho,53.7,1.5,102,52.1,
ID-021,Boundary County,Idaho,50,1,87,49.1,
ID-023,Butte County,Idaho,53.4,0.3,68,53,
ID-025,Camas County,Idaho,54.1,2.6,116,51.4,
ID-027,Canyon County,Idaho,65,0.5,77,64.5,
ID-029,Caribou County,Idaho,53.5,1.2,90,52.3,
ID-031,Cassia County,Idaho,58.1,1.3,97,56.8,
ID-033,Clark County,Idaho,51.8,1.3,94,50.5,
ID-035,Clearwater County,Idaho,54.9,1.3,102,53.6,
ID-037,Custer County,Idaho,51.7,2.1,113,49.5,
ID-039,Elmore County,Idaho,59.5,1.6,104,57.9,
ID-041,Franklin County,Idaho,56.4,1.9,104,54.5,
ID-043,Fremont County,Idaho,51.6,1.1,89,50.6,
ID-045,Gem County,Idaho,61.1,0.6,83,60.5,
ID-047,Gooding County,Idaho,61.5,1.8,104,59.6,
ID-049,Idaho County,Idaho,54.1,1.6,104,52.6,
ID-051,Jefferson County,Idaho,56.5,1.1,91,55.4,
ID-053,Jerome County,Idaho,61.1,1.3,88,59.8,
ID-055,Kootenai County,Idaho,55.9,1.5,103,54.5,
ID-057,Latah County,Idaho,57.7,0.8,88,56.8,
ID-059,Lemhi County,Idaho,52,2.2,116,49.7,
ID-061,Lewis County,Idaho,56.8,0.7,89,56.1,
ID-063,Lincoln County,Idaho,59.2,1.7,99,57.5,
ID-065,Madison County,Idaho,54.7,1.6,100,53.1,
ID-067,Minidoka County,Idaho,58.7,0.4,67,58.3,
ID-069,Nez Perce County,Idaho,60.2,0.6,88,59.5,
ID-071,Oneida County,Idaho,57.7,1,91,56.6,
ID-073,Owyhee County,Idaho,60.7,1,97,59.6,
ID-075,Payette County,Idaho,63.8,0.9,93,62.8,
ID-077,Power County,Idaho,56.7,0,51,56.8,
ID-079,Shoshone County,Idaho,52.3,0.8,92,51.5,
ID-081,Teton County,Idaho,51.5,1.4,98,50.1,
ID-083,Twin Falls County,Idaho,60.3,1.4,97,59,
ID-085,Valley County,Idaho,53.5,2.3,119,51.2,
ID-087,Washington County,Idaho,59.3,0.8,91,58.4,
IL-001,Adams County,Illinois,62.4,-0.4,52,62.8,
IL-003,Alexander County,Illinois,68.6,1.1,97,67.5,
IL-005,Bond County,Illinois,65,0.8,83,64.2,
IL-007,Boone County,Illinois,58,0.9,89,57.1,
IL-009,Brown County,Illinois,61.8,-0.9,37,62.7,
IL-011,Bureau County,Illinois,59.7,0.3,74,59.4,
IL-013,Calhoun County,Illinois,65,0.5,82,64.5,
IL-015,Carroll County,Illinois,57.9,0.3,71,57.7,
IL-017,Cass County,Illinois,62.7,-0.2,56,62.8,
IL-019,Champaign County,Illinois,62,0.4,75,61.6,
IL-021,Christian County,Illinois,63.3,0.5,80,62.8,
IL-023,Clark County,Illinois,64.2,1,87,63.1,
IL-025,Clay County,Illinois,64.9,0.4,77,64.5,
IL-027,Clinton County,Illinois,66.1,1,90,65.2,
IL-029,Coles County,Illinois,63.2,0.7,81,62.5,
IL-031,Cook County,Illinois,59.7,1.6,103,58.1,
IL-033,Crawford County,Illinois,64.3,0.3,77,64,
IL-035,Cumberland County,Illinois,63.6,0.5,80,63.1,
IL-037,DeKalb County,Illinois,58,0.2,65,57.8,
IL-039,De Witt County,Illinois,62.1,1,88,61.1,
IL-041,Douglas County,Illinois,62.8,0.6,81,62.2,
IL-043,DuPage County,Illinois,59.4,1.4,95,58,
IL-045,Edgar County,Illinois,63.2,0.7,82,62.5,
IL-047,Edwards County,Illinois,65.9,0.4,78,65.5,
IL-049,Effingham County,Illinois,63.6,0.2,72,63.4,
IL-051,Fayette County,Illinois,64.2,0.4,77,63.8,
IL-053,Ford County,Illinois,61.1,0.2,69,61,
IL-055,Franklin County,Illinois,66.9,0.6,88,66.3,
IL-057,Fulton County,Illinois,61.9,0.1,67,61.8,
IL-059,Gallatin County,Illinois,67.2,0.4,79,66.8,
IL-061,Greene County,Illinois,64.1,-0.1,55,64.2,
IL-063,Grundy County,Illinois,60.1,0.3,75,59.8,
IL-065,Hamilton County,Illinois,67.1,1.1,96,66,
IL-067,Hancock County,Illinois,61.2,-0.6,44,61.9,
IL-069,Hardin County,Illinois,67.6,0.5,80,67,
IL-071,Henderson County,Illinois,60.8,0,68,60.8,
IL-073,Henry County,Illinois,59.4,0,62,59.4,
IL-075,Iroquois County,Illinois,61.1,0.2,65,60.9,
IL-077,Jackson County,Illinois,67,0.4,80,66.7,
IL-079,Jasper County,Illinois,63.8,-0.1,69,63.9,
IL-081,Jefferson County,Illinois,66.8,1.1,96,65.7,
IL-083,Jersey County,Illinois,65,0.4,84,64.5,
IL-085,Jo Daviess County,Illinois,57.1,0.1,60,57,
IL-087,Johnson County,Illinois,67.2,0.4,79,66.8,
IL-089,Kane County,Illinois,58.4,0.8,83,57.6,
IL-091,Kankakee County,Illinois,60.4,0.2,71,60.2,
IL-093,Kendall County,Illinois,59.2,0.5,75,58.8,
IL-095,Knox County,Illinois,60,-0.2,54,60.2,
IL-097,Lake County,Illinois,58.2,1.4,99,56.8,
IL-099,LaSalle County,Illinois,59.6,0.2,73,59.4,
IL-101,Lawrence County,Illinois,64.8,0,66,64.8,
IL-103,Lee County,Illinois,58.6,0.2,73,58.3,
IL-105,Livingston County,Illinois,61.1,0.7,83,60.4,
IL-107,Logan County,Illinois,62.5,0.7,82,61.7,
IL-109,McDonough County,Illinois,60.6,-0.8,35,61.5,
IL-111,McHenry County,Illinois,58.2,1.4,99,56.8,
IL-113,McLean County,Illinois,61.9,1.2,92,60.7,
IL-115,Macon County,Illinois,62.6,0.7,87,61.8,
IL-117,Macoupin County,Illinois,64,0.4,82,63.6,
IL-119,Madison County,Illinois,65.3,0.4,78,64.8,
IL-121,Marion County,Illinois,65.5,0.7,86,64.7,
IL-123,Marshall County,Illinois,60.9,0.6,84,60.2,
IL-125,Mason County,Illinois,62.8,0.3,71,62.5,
IL-127,Massac County,Illinois,68.5,1,91,67.5,
IL-129,Menard County,Illinois,62.4,-0.2,58,62.6,
IL-131,Mercer County,Illinois,60.4,0.6,83,59.8,
IL-133,Monroe County,Illinois,67.3,1.2,93,66.2,
IL-135,Montgomery County,Illinois,63.9,0.7,81,63.3,
IL-137,Morgan County,Illinois,62.9,0.1,68,62.8,
IL-139,Moultrie County,Illinois,62.6,0.3,74,62.3,
IL-141,Ogle County,Illinois,58.4,0.6,80,57.7,
IL-143,Peoria County,Illinois,61.9,1.1,92,60.8,
IL-145,Perry County,Illinois,66.7,0.5,86,66.2,
IL-147,Piatt County,Illinois,62.3,0.7,85,61.6,
IL-149,Pike County,Illinois,63.2,-0.2,53,63.5,
IL-151,Pope County,Illinois,67.4,0.4,80,66.9,
IL-153,Pulaski County,Illinois,68.5,0.9,95,67.5,
IL-155,Putnam County,Illinois,60.5,0.3,74,60.2,
IL-157,Randolph County,Illinois,66.4,0,69,66.4,
IL-159,Richland County,Illinois,64.8,0,72,64.8,
IL-161,Rock Island County,Illinois,60.1,0.7,87,59.3,
IL-163,St. Clair County,Illinois,66.6,0.9,89,65.6,
IL-165,Saline County,Illinois,66.9,0.3,78,66.6,
IL-167,Sangamon County,Illinois,62.8,-0.1,62,62.8,
IL-169,Schuyler County,Illinois,61.6,-0.9,37,62.5,
IL-171,Scott County,Illinois,63.2,-0.3,53,63.5,
IL-173,Shelby County,Illinois,63,0.1,72,62.8,
IL-175,Stark County,Illinois,60.1,0,65,60,
IL-177,Stephenson County,Illinois,57.5,0.4,78,57.1,
IL-179,Tazewell County,Illinois,62.5,1.4,96,61.2,
IL-181,Union County,Illinois,67.5,0.7,89,66.8,
IL-183,Vermilion County,Illinois,62,0.2,69,61.8,
IL-185,Wabash County,Illinois,65.6,0.1,72,65.5,
IL-187,Warren County,Illinois,60,-0.1,57,60.1,
IL-189,Washington County,Illinois,66.4,0.8,89,65.6,
IL-191,Wayne County,Illinois,66.5,1.1,93,65.5,
IL-193,White County,Illinois,67.1,0.8,87,66.3,
IL-195,Whiteside County,Illinois,59.4,0.7,84,58.7,
IL-197,Will County,Illinois,59.7,0.4,75,59.3,
IL-199,Williamson County,Illinois,66.7,0.2,76,66.5,
IL-201,Winnebago County,Illinois,58.4,1,91,57.4,
IL-203,Woodford County,Illinois,61.7,1.3,97,60.4,
IN-001,Adams County,Indiana,61.2,1.5,102,59.6,
IN-003,Allen County,Indiana,60.7,1.2,93,59.5,
IN-005,Bartholomew County,Indiana,64.7,1.3,97,63.4,
IN-007,Benton County,Indiana,61,0.2,69,60.8,
IN-009,Blackford County,Indiana,62.2,1.8,109,60.4,
IN-011,Boone County,Indiana,61.7,0.9,86,60.8,
IN-013,Brown County,Indiana,63.8,0.9,90,62.9,
IN-015,Carroll County,Indiana,61.2,0.2,72,61,
IN-017,Cass County,Indiana,60.7,0.2,70,60.5,
IN-019,Clark County,Indiana,66.9,1.5,101,65.4,
IN-021,Clay County,Indiana,64.3,1.2,95,63.1,
IN-023,Clinton County,Indiana,61.3,0.5,76,60.8,
IN-025,Crawford County,Indiana,66.3,0.4,76,65.8,
IN-027,Daviess County,Indiana,65.9,1.1,94,64.8,
IN-029,Dearborn County,Indiana,64.2,1.1,90,63.1,
IN-031,Decatur County,Indiana,63.6,0.8,86,62.8,
IN-033,DeKalb County,Indiana,59.7,1.1,94,58.6,
IN-035,Delaware County,Indiana,62.8,2.1,112,60.7,
IN-037,Dubois County,Indiana,66.3,0.7,81,65.6,
IN-039,Elkhart County,Indiana,59.7,1.3,97,58.4,
IN-041,Fayette County,Indiana,62.4,0.9,89,61.5,
IN-043,Floyd County,Indiana,67.1,1.6,103,65.5,
IN-045,Fountain County,Indiana,62.1,0.3,71,61.8,
IN-047,Franklin County,Indiana,63.3,1,91,62.3,
IN-049,Fulton County,Indiana,60.4,0.8,85,59.6,
IN-051,Gibson County,Indiana,66.2,0.5,80,65.7,
IN-053,Grant County,Indiana,62.2,1.6,106,60.7,
IN-055,Greene County,Indiana,64.7,1.1,87,63.6,
IN-057,Hamilton County,Indiana,62.1,0.8,86,61.3,
IN-059,Hancock County,Indiana,62.6,0.9,89,61.7,
IN-061,Harrison County,Indiana,67.2,1.3,99,65.9,
IN-063,Hendricks County,Indiana,62.3,0.8,84,61.5,
IN-065,Henry County,Indiana,61.9,1.3,94,60.7,
IN-067,Howard County,Indiana,61.2,0.5,78,60.7,
IN-069,Huntington County,Indiana,60.9,0.7,84,60.3,
IN-071,Jackson County,Indiana,65.3,1.2,95,64.1,
IN-073,Jasper County,Indiana,60.4,0.2,68,60.2,
IN-075,Jay County,Indiana,61.7,1.6,102,60.1,
IN-077,Jefferson County,Indiana,65.4,1,90,64.4,
IN-079,Jennings County,Indiana,64.9,1,90,64,
IN-081,Johnson County,Indiana,63.3,1.1,93,62.2,
IN-083,Knox County,Indiana,65.5,0.7,80,64.8,
IN-085,Kosciusko County,Indiana,60.6,1.5,104,59.1,
IN-087,LaGrange County,Indiana,59.2,1.1,94,58.2,
IN-089,Lake County,Indiana,59.8,0.5,81,59.3,
IN-091,LaPorte County,Indiana,59.4,0.6,85,58.8,
IN-093,Lawrence County,Indiana,64.5,0.4,72,64.1,
IN-095,Madison County,Indiana,62.7,1.4,100,61.3,
IN-097,Marion County,Indiana,62.8,1,92,61.8,
IN-099,Marshall County,Indiana,60.2,1.3,99,58.9,
IN-101,Martin County,Indiana,65.7,1,92,64.7,
IN-103,Miami County,Indiana,60.9,0.6,79,60.3,
IN-105,Monroe County,Indiana,63.3,0.3,69,63,
IN-107,Montgomery County,Indiana,61.9,0.6,78,61.3,
IN-109,Morgan County,Indiana,63.1,0.5,78,62.6,
IN-111,Newton County,Indiana,60.8,0.4,73,60.4,
IN-113,Noble County,Indiana,59.7,1.1,96,58.5,
IN-115,Ohio County,Indiana,64.8,1,88,63.8,
IN-117,Orange County,Indiana,65.7,0.7,83,65,
IN-119,Owen County,Indiana,63.8,0.7,85,63,
IN-121,Parke County,Indiana,62.8,0.3,73,62.5,
IN-123,Perry County,Indiana,66.3,-0.3,59,66.6,
IN-125,Pike County,Indiana,66.2,0.8,83,65.4,
IN-127,Porter County,Indiana,59.3,0.3,79,59,
IN-129,Posey County,Indiana,66.7,0.2,72,66.5,
IN-131,Pulaski County,Indiana,60.1,0.1,63,60.1,
IN-133,Putnam County,Indiana,62.6,0.3,79,62.2,
IN-135,Randolph County,Indiana,61.6,1.6,103,60.1,
IN-137,Ripley County,Indiana,63.8,0.8,85,63,
IN-139,Rush County,Indiana,62.7,1,91,61.7,
IN-141,St. Joseph County,Indiana,59.8,1.4,96,58.5,
IN-143,Scott County,Indiana,66.3,1.5,97,64.7,
IN-145,Shelby County,Indiana,63.6,1.1,93,62.5,
IN-147,Spencer County,Indiana,66.7,-0.1,67,66.7,
IN-149,Starke County,Indiana,59.9,0.4,79,59.4,
IN-151,Steuben County,Indiana,58.8,1,95,57.8,
IN-153,Sullivan County,Indiana,65.2,1.5,100,63.6,
IN-155,Switzerland County,Indiana,65.1,0.9,88,64.1,
IN-157,Tippecanoe County,Indiana,61.7,0.4,72,61.3,
IN-159,Tipton County,Indiana,61.8,1,92,60.8,
IN-161,Union County,Indiana,62.3,0.8,84,61.5,
IN-163,Vanderburgh County,Indiana,66.7,0.2,78,66.4,
IN-165,Vermillion County,Indiana,63,0.4,75,62.6,
IN-167,Vigo County,Indiana,64.7,1.5,99,63.2,
IN-169,Wabash County,Indiana,61.1,0.7,81,60.3,
IN-171,Warren County,Indiana,61.7,0.2,68,61.5,
IN-173,Warrick County,Indiana,66.7,0.5,80,66.3,
IN-175,Washington County,Indiana,65.7,1.3,98,64.4,
IN-177,Wayne County,Indiana,61.5,0.7,85,60.7,
IN-179,Wells County,Indiana,61.3,1.3,96,60,
IN-181,White County,Indiana,60.9,0.1,64,60.7,
IN-183,Whitley County,Indiana,60.2,0.8,86,59.4,
IA-001,Adair County,Iowa,60.7,0.9,85,59.8,
IA-003,Adams County,Iowa,61.6,1.2,93,60.4,
IA-005,Allamakee County,Iowa,54.7,-0.9,35,55.5,
IA-007,Appanoose County,Iowa,61.9,0.9,91,61,
IA-009,Audubon County,Iowa,59.5,0.7,84,58.8,
IA-011,Benton County,Iowa,57.8,-0.2,56,58,
IA-013,Black Hawk County,Iowa,57.5,0.4,74,57.1,
IA-015,Boone County,Iowa,59.1,0.4,79,58.7,
IA-017,Bremer County,Iowa,56.2,-0.2,60,56.4,
IA-019,Buchanan County,Iowa,56.4,-0.2,56,56.6,
IA-021,Buena Vista County,Iowa,57.3,0.4,71,56.9,
IA-023,Butler County,Iowa,56.4,-0.2,58,56.6,
IA-025,Calhoun County,Iowa,58.4,0.4,75,58,
IA-027,Carroll County,Iowa,59.5,1.1,94,58.4,
IA-029,Cass County,Iowa,60.7,0.6,81,60.1,
IA-031,Cedar County,Iowa,58.8,0.3,74,58.5,
IA-033,Cerro Gordo County,Iowa,55.2,-0.3,59,55.5,
IA-035,Cherokee County,Iowa,58.3,1.2,93,57.1,
IA-037,Chickasaw County,Iowa,55.1,-0.6,46,55.7,
IA-039,Clarke County,Iowa,61.1,0.7,86,60.4,
IA-041,Clay County,Iowa,57.2,0.8,82,56.4,
IA-043,Clayton County,Iowa,55.4,-0.9,41,56.3,
IA-045,Clinton County,Iowa,59.2,0.9,89,58.3,
IA-047,Crawford County,Iowa,60.4,1.9,110,58.5,
IA-049,Dallas County,Iowa,60.2,0.1,74,60.1,
IA-051,Davis County,Iowa,61.1,0.2,74,61,
IA-053,Decatur County,Iowa,61.8,1.2,93,60.7,
IA-055,Delaware County,Iowa,56,-0.4,50,56.4,
IA-057,Des Moines County,Iowa,60.5,-0.1,59,60.6,
IA-059,Dickinson County,Iowa,56,0.4,71,55.6,
IA-061,Dubuque County,Iowa,56.2,-0.2,51,56.4,
IA-063,Emmet County,Iowa,55.4,0,62,55.4,
IA-065,Fayette County,Iowa,54.8,-1.1,34,55.9,
IA-067,Floyd County,Iowa,55.3,-0.6,49,55.8,
IA-069,Franklin County,Iowa,56.1,0,69,56.1,
IA-071,Fremont County,Iowa,63.2,1,91,62.2,
IA-073,Greene County,Iowa,58.9,0,71,58.9,
IA-075,Grundy County,Iowa,57.2,0.1,69,57.1,
IA-077,Guthrie County,Iowa,59.7,0.3,76,59.4,
IA-079,Hamilton County,Iowa,57.2,-0.3,54,57.6,
IA-081,Hancock County,Iowa,55.2,-0.8,45,55.9,
IA-083,Hardin County,Iowa,57.3,0.2,71,57,
IA-085,Harrison County,Iowa,62,2.1,109,59.9,
IA-087,Henry County,Iowa,60,-0.6,45,60.7,
IA-089,Howard County,Iowa,54,-0.5,49,54.6,
IA-091,Humboldt County,Iowa,57.1,-0.2,58,57.2,
IA-093,Ida County,Iowa,59,1.2,94,57.8,
IA-095,Iowa County,Iowa,59.4,0.3,73,59.1,
IA-097,Jackson County,Iowa,57.9,0.5,72,57.5,
IA-099,Jasper County,Iowa,59.7,0.3,75,59.4,
IA-101,Jefferson County,Iowa,60,-0.5,49,60.5,
IA-103,Johnson County,Iowa,59.3,0,59,59.2,
IA-105,Jones County,Iowa,57.7,0.2,69,57.4,
IA-107,Keokuk County,Iowa,60.4,0.8,88,59.6,
IA-109,Kossuth County,Iowa,55.6,-0.3,56,56,
IA-111,Lee County,Iowa,60.9,-0.6,50,61.5,
IA-113,Linn County,Iowa,58,0.1,62,57.9,
IA-115,Louisa County,Iowa,60.5,0.2,73,60.3,
IA-117,Lucas County,Iowa,60.9,0.4,80,60.5,
IA-119,Lyon County,Iowa,57.2,0.5,72,56.7,
IA-121,Madison County,Iowa,60.8,0.3,78,60.5,
IA-123,Mahaska County,Iowa,61,1,95,60,
IA-125,Marion County,Iowa,60.5,0.1,71,60.4,
IA-127,Marshall County,Iowa,58.4,0.1,70,58.3,
IA-129,Mills County,Iowa,62.5,1.2,96,61.3,
IA-131,Mitchell County,Iowa,54.4,-0.3,58,54.7,
IA-133,Monona County,Iowa,61.4,2.1,109,59.3,
IA-135,Monroe County,Iowa,61.3,0.6,85,60.7,
IA-137,Montgomery County,Iowa,61.8,0.9,87,60.9,
IA-139,Muscatine County,Iowa,59.6,0,56,59.6,
IA-141,O&#039;Brien County,Iowa,57.6,0.9,83,56.7,
IA-143,Osceola County,Iowa,56.2,0.2,68,56,
IA-145,Page County,Iowa,62.4,0.8,87,61.6,
IA-147,Palo Alto County,Iowa,56.4,0.2,68,56.2,
IA-149,Plymouth County,Iowa,59.8,2,104,57.9,
IA-151,Pocahontas County,Iowa,57,-0.1,60,57.2,
IA-153,Polk County,Iowa,60.1,0,73,60,
IA-155,Pottawattamie County,Iowa,61.6,1.1,91,60.6,
IA-157,Poweshiek County,Iowa,59.5,0.6,80,58.9,
IA-159,Ringgold County,Iowa,61.6,1,91,60.6,
IA-161,Sac County,Iowa,58.8,1,91,57.8,
IA-163,Scott County,Iowa,59.6,0.8,87,58.8,
IA-165,Shelby County,Iowa,60.4,1,88,59.3,
IA-167,Sioux County,Iowa,58.3,0.9,86,57.4,
IA-169,Story County,Iowa,58.8,0.3,76,58.5,
IA-171,Tama County,Iowa,58.1,0,69,58.1,
IA-173,Taylor County,Iowa,61.9,1.2,95,60.7,
IA-175,Union County,Iowa,61.3,1,91,60.3,
IA-177,Van Buren County,Iowa,60.1,-1,35,61.1,
IA-179,Wapello County,Iowa,61,0.4,80,60.6,
IA-181,Warren County,Iowa,60.8,-0.1,70,60.9,
IA-183,Washington County,Iowa,60,0.2,70,59.8,
IA-185,Wayne County,Iowa,61.3,0.6,83,60.7,
IA-187,Webster County,Iowa,57.7,-0.2,61,57.8,
IA-189,Winnebago County,Iowa,54.2,-0.9,38,55.1,
IA-191,Winneshiek County,Iowa,54.8,-0.2,56,55,
IA-193,Woodbury County,Iowa,60.6,2,108,58.6,
IA-195,Worth County,Iowa,54.4,-0.3,59,54.7,
IA-197,Wright County,Iowa,56.3,-0.5,52,56.8,
KS-001,Allen County,Kansas,68.3,1.4,110,66.9,
KS-003,Anderson County,Kansas,66.9,0.8,90,66.1,
KS-005,Atchison County,Kansas,65.3,1.3,98,64,
KS-007,Barber County,Kansas,72.5,3.2,122,69.4,
KS-009,Barton County,Kansas,68.7,2.1,111,66.6,
KS-011,Bourbon County,Kansas,67.8,0.9,95,66.9,
KS-013,Brown County,Kansas,64.9,1.7,104,63.3,
KS-015,Butler County,Kansas,69.2,2,112,67.3,
KS-017,Chase County,Kansas,67.4,1.3,102,66.1,
KS-019,Chautauqua County,Kansas,70.6,1.6,106,69,
KS-021,Cherokee County,Kansas,70.3,1.9,110,68.4,
KS-023,Cheyenne County,Kansas,67.4,2.7,117,64.8,
KS-025,Clark County,Kansas,72.8,2.7,117,70.1,
KS-027,Clay County,Kansas,67.3,1.6,104,65.7,
KS-029,Cloud County,Kansas,67.7,2.6,117,65.1,
KS-031,Coffey County,Kansas,67.7,1.5,108,66.3,
KS-033,Comanche County,Kansas,73.1,3.3,122,69.8,
KS-035,Cowley County,Kansas,70.8,2.3,113,68.5,
KS-037,Crawford County,Kansas,69.1,1.6,107,67.5,
KS-039,Decatur County,Kansas,68.6,3.4,123,65.2,
KS-041,Dickinson County,Kansas,68.3,2.1,111,66.2,
KS-043,Doniphan County,Kansas,64.8,1.1,93,63.7,
KS-045,Douglas County,Kansas,66.6,1.4,102,65.2,
KS-047,Edwards County,Kansas,71.1,3.4,122,67.7,
KS-049,Elk County,Kansas,69.3,1.4,103,67.9,
KS-051,Ellis County,Kansas,69.7,3,120,66.7,
KS-053,Ellsworth County,Kansas,69.3,3,116,66.3,
KS-055,Finney County,Kansas,71.1,3.5,123,67.6,
KS-057,Ford County,Kansas,71.7,3.2,121,68.4,
KS-059,Franklin County,Kansas,66.7,1,92,65.6,
KS-061,Geary County,Kansas,67,1.1,98,65.8,
KS-063,Gove County,Kansas,69.2,2.5,118,66.7,
KS-065,Graham County,Kansas,69,2.8,119,66.1,
KS-067,Grant County,Kansas,71.4,2.3,117,69.1,
KS-069,Gray County,Kansas,71.4,3.4,122,68,
KS-071,Greeley County,Kansas,68.1,2.4,108,65.7,
KS-073,Greenwood County,Kansas,68.4,1.3,105,67.1,
KS-075,Hamilton County,Kansas,70.7,3.1,121,67.6,
KS-077,Harper County,Kansas,71.7,2.1,112,69.6,
KS-079,Harvey County,Kansas,69.8,2.5,115,67.3,
KS-081,Haskell County,Kansas,71.3,2.7,118,68.6,
KS-083,Hodgeman County,Kansas,71.6,3.3,121,68.2,
KS-085,Jackson County,Kansas,65.7,1.3,99,64.4,
KS-087,Jefferson County,Kansas,65.9,1.2,96,64.7,
KS-089,Jewell County,Kansas,66.7,2.1,112,64.6,
KS-091,Johnson County,Kansas,66.5,1.8,110,64.7,
KS-093,Kearny County,Kansas,70.9,3.4,125,67.5,
KS-095,Kingman County,Kansas,70.5,2.2,112,68.3,
KS-097,Kiowa County,Kansas,71.9,3.4,122,68.5,
KS-099,Labette County,Kansas,70.3,1.7,110,68.6,
KS-101,Lane County,Kansas,70.3,3.1,121,67.1,
KS-103,Leavenworth County,Kansas,66.3,1.7,104,64.7,
KS-105,Lincoln County,Kansas,69.3,3.2,118,66.1,
KS-107,Linn County,Kansas,67,0.9,93,66.2,
KS-109,Logan County,Kansas,69.4,3.2,124,66.2,
KS-111,Lyon County,Kansas,67.9,2.1,112,65.9,
KS-113,McPherson County,Kansas,69.2,3,116,66.2,
KS-115,Marion County,Kansas,68.2,2,111,66.2,
KS-117,Marshall County,Kansas,65.2,1,91,64.2,
KS-119,Meade County,Kansas,72.3,2.7,118,69.6,
KS-121,Miami County,Kansas,66.7,1.4,104,65.3,
KS-123,Mitchell County,Kansas,67.5,1.9,105,65.6,
KS-125,Montgomery County,Kansas,70.5,1.4,108,69,
KS-127,Morris County,Kansas,66.9,1.5,104,65.4,
KS-129,Morton County,Kansas,71.6,1.8,112,69.8,
