County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k
Kanawha County,West Virginia,134669.0,7445.439203684105,56.6,67.7,45.4,174805.0,77039.55836503532
Kandiyohi County,Minnesota,26539.0,3170.291922488759,45.4,56.2,34.5,43813.0,60573.345810604165
Kane County,Illinois,399025.0,2652.5198938992044,51.2,61.0,41.4,514982.0,77483.29067812079
Kane County,Utah,4728.0,3620.178041543027,52.1,65.1,39.0,8425.0,56118.694362017806
Kankakee County,Illinois,64007.0,4372.2861997357,52.7,63.0,42.3,105940.0,60418.16122333397
Karnes County,Texas,10063.0,2836.596084698362,72.6,84.4,60.9,15018.0,67006.25915567984
Kaufman County,Texas,85726.0,1650.6004631374874,67.7,78.4,57.0,185690.0,46166.19096343368
Kay County,Oklahoma,23583.0,4186.430191792122,60.7,73.3,48.1,43641.0,54038.63339520176
Kearney County,Nebraska,3170.0,2304.2836041358937,51.9,64.3,39.5,6770.0,46824.224519940915
Kearny County,Kansas,2453.0,3740.5179178655503,55.1,69.7,40.4,3823.0,64164.268898770606
Kemper County,Mississippi,5423.0,3017.241379310345,65.9,77.8,54.0,8584.0,63175.67567567568
Kendall County,Illinois,99514.0,986.5977024632792,51.9,62.1,41.8,139976.0,71093.61604846545
Kendall County,Texas,34711.0,2770.247541405307,69.4,81.5,57.3,50537.0,68684.33029265687
Kennebec County,Maine,107735.0,4253.5302021860925,47.4,56.7,38.1,127259.0,84658.05954785123
Kenosha County,Wisconsin,119611.0,3641.454910202522,51.0,60.1,41.8,167488.0,71414.66851356515
Kent County,Delaware,124753.0,3871.1411093372103,57.8,67.6,48.1,189789.0,65732.47132341706
Kent County,Maryland,15197.0,4444.904937056416,57.9,67.5,48.2,19303.0,78728.69502149925
Kent County,Rhode Island,147808.0,3514.7537920807117,52.6,61.7,43.5,171278.0,86297.13098004414
Kent County,Texas,345.0,7220.708446866484,66.2,79.7,52.8,734.0,47002.72479564033
Kenton County,Kentucky,121537.0,4272.097407790055,56.3,67.0,45.6,171321.0,70941.09887287606
Keokuk County,Iowa,5232.0,3701.835787774864,52.0,63.2,40.7,9914.0,52773.85515432721
Kern County,California,562354.0,2869.711759427458,61.0,73.0,49.1,913820.0,61538.815083933376
Kerr County,Texas,32554.0,5104.330891217657,67.9,80.5,55.4,53915.0,60380.22813688213
Kershaw County,South Carolina,47838.0,3497.6038909949216,63.8,75.3,52.4,69905.0,68432.87318503683
Kewaunee County,Wisconsin,11524.0,2228.12953117448,47.0,55.4,38.6,20690.0,55698.405026582885
Keweenaw County,Michigan,1359.0,1933.7016574585637,42.9,51.4,34.5,2172.0,62569.06077348067
Keya Paha County,Nebraska,263.0,1366.4596273291925,49.3,62.1,36.5,805.0,32670.80745341615
Kidder County,North Dakota,1049.0,1451.7506404782237,40.4,50.8,30.1,2342.0,44790.77711357814
Kimble County,Texas,2130.0,3421.882035119316,68.1,81.1,55.0,4442.0,47951.37325529041
King County,Washington,2150280.0,2524.8527326999447,48.8,56.8,40.8,2271380.0,94668.43945090649
King George County,Virginia,13585.0,1652.198263791655,59.3,70.0,48.5,28568.0,47553.20638476617
King William County,Virginia,10020.0,1960.0630583289544,59.6,70.5,48.6,19030.0,52653.70467682606
King and Queen County,Virginia,4048.0,2782.738095238095,59.4,70.0,48.8,6720.0,60238.09523809524
Kingfisher County,Oklahoma,8959.0,2964.924746463407,61.4,74.2,48.6,15481.0,57870.938569859834
Kingman County,Kansas,3841.0,4557.03368242287,58.2,70.9,45.5,7066.0,54358.901783187095
Kings County,California,92375.0,2440.3662514245293,63.8,76.8,50.7,152682.0,60501.565344965355
Kings County,New York,2324256.0,2452.615447686166,57.3,65.2,49.5,2561225.0,90747.82574744507
Kingsbury County,South Dakota,4461.0,3563.30553449583,45.4,57.0,34.0,5276.0,84552.69143290371
Kinney County,Texas,2343.0,3684.879288437103,73.0,85.0,61.0,3148.0,74428.20838627701
Kiowa County,Colorado,557.0,5491.329479768786,52.6,67.9,37.4,1384.0,40245.66473988439
Kiowa County,Kansas,1420.0,2737.994945240101,57.3,70.7,44.0,2374.0,59814.65880370682
Kiowa County,Oklahoma,5305.0,4822.5768040009525,63.1,75.9,50.2,8398.0,63169.80233388903
Kit Carson County,Colorado,3087.0,3145.5533314269373,51.2,65.6,36.7,6994.0,44137.832427795256
Kitsap County,Washington,227809.0,2823.617543884923,52.6,61.0,44.2,277658.0,82046.61850189802
Kittitas County,Washington,30302.0,2511.646303946559,46.5,55.9,37.1,45508.0,66586.09475257098
Kittson County,Minnesota,2982.0,5024.630541871921,41.1,50.9,31.3,4060.0,73448.27586206897
Klamath County,Oregon,39931.0,4649.800722826165,44.8,57.5,32.0,70003.0,57041.8410639544
Kleberg County,Texas,22623.0,3119.491835445143,75.7,84.8,66.6,30069.0,75236.95500349197
Klickitat County,Washington,12172.0,2645.300775785324,49.8,60.7,38.9,23589.0,51600.32218406885
Knott County,Kentucky,8028.0,2855.260267955194,57.1,68.8,45.4,13659.0,58774.43443883154
Knox County,Illinois,32640.0,5025.717295655946,53.0,63.3,42.8,48411.0,67422.69318956435
Knox County,Indiana,20412.0,5414.471860271694,57.2,68.3,46.1,36070.0,56589.96395896867
Knox County,Kentucky,13053.0,3903.470497415587,57.5,69.3,45.7,29794.0,43810.83439618715
Knox County,Maine,40184.0,4651.38980403641,47.3,55.1,39.4,40977.0,98064.76804060813
Knox County,Missouri,1786.0,2766.5860864893903,54.3,65.7,43.0,3723.0,47972.065538544186
Knox County,Nebraska,4515.0,3591.226801638949,49.7,61.1,38.4,8298.0,54410.701373825024
Knox County,Ohio,29674.0,3554.958938723942,51.8,62.4,41.3,63320.0,46863.550221099176
Knox County,Tennessee,325042.0,5475.673548791717,60.0,71.1,48.9,500669.0,64921.534986188475
Knox County,Texas,1629.0,5178.679588128407,66.6,79.8,53.4,3302.0,49333.73712901272
Koochiching County,Minnesota,7830.0,3999.659603438005,41.0,51.2,30.7,11751.0,66632.6270104672
Kootenai County,Idaho,92031.0,3830.063239824874,47.5,57.4,37.5,185010.0,49743.7976325604
Kosciusko County,Indiana,37218.0,2873.1770444477625,52.1,62.2,42.1,80364.0,46311.781394654325
Kossuth County,Iowa,8576.0,3883.023061961656,48.3,58.9,37.7,14396.0,59572.10336204502
La Crosse County,Wisconsin,91384.0,4744.9496207028205,48.3,58.2,38.5,120486.0,75846.15639991367
La Paz County,Arizona,13407.0,5661.280670257331,72.0,85.2,58.8,16710.0,80233.39317773787
La Plata County,Colorado,46407.0,2921.6232027939795,44.6,58.5,30.7,56407.0,82271.70386654139
La Salle County,Texas,5651.0,2401.7133241548117,74.2,86.1,62.3,6537.0,86446.38213247668
LaGrange County,Indiana,10157.0,1928.7652480015645,51.6,61.2,41.9,40907.0,24829.49128511013
LaMoure County,North Dakota,2284.0,2612.3046875,42.3,52.7,31.8,4096.0,55761.71875
LaPorte County,Indiana,71213.0,4134.961416575654,51.9,61.3,42.5,111706.0,63750.380463001085
Labette County,Kansas,11165.0,4633.008921330089,59.5,71.4,47.6,19728.0,56594.68775344688
Lac qui Parle County,Minnesota,4233.0,4690.799396681749,46.0,57.0,35.0,6630.0,63846.153846153844
Lackawanna County,Pennsylvania,182486.0,5278.012983347446,49.8,59.7,40.0,216123.0,84436.17754704496
Laclede County,Missouri,16035.0,3658.669574700109,58.3,69.6,46.9,36680.0,43715.92148309705
Lafayette County,Arkansas,3494.0,3363.4126333059885,65.8,76.6,55.0,6095.0,57325.67678424938
Lafayette County,Florida,3826.0,2661.5498885862835,70.3,81.8,58.8,8078.0,47363.20871502847
Lafayette County,Mississippi,34037.0,5201.224622436588,64.0,75.8,52.3,58467.0,58215.74563428943
Lafayette County,Missouri,17612.0,3235.329557778045,56.8,68.1,45.5,33196.0,53054.58488974575
Lafayette County,Wisconsin,11241.0,2171.7320743582177,49.1,59.9,38.3,16945.0,66338.15284744762
Lafayette Parish,Louisiana,142226.0,4347.947947947948,71.1,81.2,61.0,249750.0,56947.34734734734
Lafourche Parish,Louisiana,51136.0,3834.581720249116,72.1,80.5,63.7,95056.0,53795.657296751386
Lake County,California,43872.0,3680.13200153216,56.7,68.0,45.5,67878.0,64633.60735437108
Lake County,Colorado,5803.0,1656.483367277665,33.4,47.1,19.7,7365.0,78791.58180583843
Lake County,Florida,286714.0,4043.7070927432846,74.1,84.4,63.7,424462.0,67547.62499352121
Lake County,Illinois,647368.0,2858.5134601275468,51.5,60.6,42.4,708760.0,91338.11163158192
Lake County,Indiana,326951.0,4610.286097826999,52.3,62.1,42.5,500598.0,65312.08674425387
Lake County,Michigan,7993.0,3416.0515156274537,47.6,57.8,37.5,12734.0,62768.96497565573
Lake County,Minnesota,7611.0,4136.342699216951,39.3,49.7,28.8,10855.0,70115.15430677107
Lake County,Montana,20539.0,3002.579638850561,45.0,55.7,34.4,33338.0,61608.374827524145
Lake County,Ohio,163898.0,3372.906233811086,52.5,60.8,44.2,231640.0,70755.48264548437
Lake County,Oregon,3430.0,4558.061015314121,45.2,57.9,32.5,8293.0,41360.18328710961
Lake County,South Dakota,8189.0,2610.824041338047,45.9,57.0,34.8,11031.0,74236.24331429608
Lake County,Tennessee,2889.0,3891.602331810304,61.6,72.0,51.2,6347.0,45517.567354655745
Lake of the Woods County,Minnesota,2283.0,3440.974060349391,41.1,51.1,31.2,3778.0,60428.798305982
Lamar County,Alabama,7304.0,3220.8476685454943,64.1,75.7,52.5,13661.0,53466.07129785521
Lamar County,Georgia,7728.0,2441.05681094064,64.7,76.8,52.5,20401.0,37880.49605411499
Lamar County,Mississippi,43423.0,3277.104066931453,68.4,80.1,56.8,66217.0,65576.81562136611
Lamar County,Texas,22800.0,5505.897079820838,65.5,76.8,54.2,51127.0,44594.832475991156
Lamb County,Texas,6543.0,3579.5767445519627,60.3,75.3,45.3,12711.0,51475.10030682087
Lamoille County,Vermont,19924.0,2720.6446661550267,44.8,53.6,36.0,26060.0,76454.33614735227
Lampasas County,Texas,11681.0,3039.2915484481127,69.0,81.0,57.0,23262.0,50214.9428252085
Lancaster County,Nebraska,237802.0,3359.49264804907,53.7,65.9,41.5,326716.0,72785.53851051065
Lancaster County,Pennsylvania,403883.0,3602.111749425785,55.1,65.7,44.4,558589.0,72304.14490797347
Lancaster County,South Carolina,63898.0,2916.4163932911333,62.3,74.0,50.7,108215.0,59047.26701473918
Lancaster County,Virginia,7239.0,5930.564508702459,59.4,69.2,49.7,10859.0,66663.59701629984
Lander County,Nevada,2567.0,2738.7762177153754,47.3,60.3,34.2,5769.0,44496.44652452765
Lane County,Kansas,720.0,4054.9378678875087,55.0,69.3,40.5,1529.0,47089.60104643558
Lane County,Oregon,299856.0,4149.472297937201,50.5,60.1,40.9,381181.0,78664.9911721728
Langlade County,Wisconsin,11169.0,4426.922284065141,43.5,53.6,33.4,19404.0,57560.29684601113
Lanier County,Georgia,3414.0,2315.3463451970915,67.9,79.8,55.8,10452.0,32663.605051664752
Lapeer County,Michigan,43572.0,3672.859278240445,50.1,59.0,41.2,88977.0,48969.95852860851
Laramie County,Wyoming,67415.0,3735.2451873564128,46.3,59.6,33.1,100984.0,66758.10029311574
Larimer County,Colorado,283114.0,2872.123224308266,42.0,54.5,29.4,370771.0,76358.18335306698
Larue County,Kentucky,7096.0,2607.3318957067245,58.3,69.3,47.3,15303.0,46369.992811866956
Las Animas County,Colorado,9991.0,3875.104544187343,51.6,66.4,36.7,14348.0,69633.3983830499
Lassen County,California,13453.0,2612.522088631718,46.6,59.5,33.8,28861.0,46613.07646997678
Latah County,Idaho,28852.0,1970.896588460328,48.2,59.3,37.1,41301.0,69857.87269073389
Latimer County,Oklahoma,4131.0,3716.1452865840856,63.0,74.6,51.2,9526.0,43365.52592903632
Lauderdale County,Alabama,55177.0,5565.310802156713,61.9,73.7,50.1,96814.0,56992.79029892371
Lauderdale County,Mississippi,45353.0,7078.140286698712,66.8,78.7,54.9,70527.0,64305.86867440838
Lauderdale County,Tennessee,11328.0,3116.6192604632265,62.3,72.8,51.8,24610.0,46030.06907761072
Laurel County,Kentucky,28382.0,3993.933265925177,57.5,68.9,46.1,63296.0,44840.11627906977
Laurens County,Georgia,26728.0,5900.963136501072,66.5,78.3,54.7,49941.0,53519.152600068075
Laurens County,South Carolina,30451.0,4048.030432825635,62.6,73.9,51.3,68873.0,44213.26209109521
Lavaca County,Texas,9419.0,3607.019590685917,73.4,84.0,62.7,20571.0,45787.75946721112
Lawrence County,Alabama,18607.0,3557.996537520148,62.2,73.6,50.7,33502.0,55539.96776311863
Lawrence County,Arkansas,9462.0,3137.639416595171,61.3,71.5,51.1,16318.0,57985.047187155295
Lawrence County,Illinois,7598.0,2788.091541213799,57.0,67.7,46.3,14813.0,51292.783365962336
Lawrence County,Indiana,25650.0,3830.627273533848,55.5,66.7,44.3,45084.0,56893.79824327921
Lawrence County,Kentucky,8701.0,4650.0,57.0,69.2,44.9,16000.0,54381.25
Lawrence County,Mississippi,8255.0,3713.482667575164,68.8,80.4,57.1,11741.0,70309.17298356188
Lawrence County,Missouri,17275.0,3701.893393702408,58.7,70.3,47.1,38872.0,44440.7285449681
Lawrence County,Ohio,38848.0,2972.3083502619484,56.2,67.4,45.0,56118.0,69225.5604262447
Lawrence County,Pennsylvania,55190.0,4703.3336490197935,52.1,62.8,41.4,84472.0,65335.259020740596
Lawrence County,South Dakota,19920.0,2748.369158378783,43.9,56.2,31.5,28053.0,71008.44829430008
Lawrence County,Tennessee,18936.0,3673.504792470833,59.9,71.7,48.1,46114.0,41063.451446415405
Le Flore County,Oklahoma,24238.0,3155.4964110008877,62.8,74.5,51.1,49596.0,48870.876683603514
Le Sueur County,Minnesota,15614.0,2170.569133481456,47.3,56.9,37.7,29255.0,53372.07314988891
Lea County,New Mexico,41503.0,2456.2766119748685,63.1,78.3,47.8,72101.0,57562.30842845453
Leake County,Mississippi,13537.0,3297.5820867438138,66.2,78.4,54.0,21258.0,63679.55593188447
Leavenworth County,Kansas,61633.0,2144.447903445964,57.1,68.4,45.9,83518.0,73796.06791350368
Lebanon County,Pennsylvania,97908.0,3806.533011674015,54.2,64.3,44.1,144252.0,67872.8891107229
Lee County,Alabama,82868.0,2634.609611658434,64.6,75.9,53.3,183215.0,45229.921130911775
Lee County,Arkansas,4478.0,3389.830508474576,64.5,74.6,54.3,8201.0,54603.097183270336
Lee County,Florida,584969.0,3715.073456725775,76.6,85.6,67.6,834573.0,70092.01112425156
Lee County,Georgia,16329.0,1570.6188001889468,67.5,78.6,56.3,33872.0,48207.959376476145
Lee County,Illinois,22262.0,3452.784215843584,51.6,61.7,41.5,33654.0,66149.64045878647
Lee County,Iowa,19636.0,3998.1575310916633,53.7,63.8,43.7,32565.0,60297.86580684784
Lee County,Kentucky,4128.0,4182.092417386535,57.9,69.3,46.5,7293.0,56602.22130810366
Lee County,Mississippi,43340.0,9026.679066172295,64.8,76.1,53.5,82799.0,52343.62733849442
Lee County,North Carolina,54211.0,3086.8339820158367,62.1,73.2,50.9,67059.0,80840.7521734592
Lee County,South Carolina,9806.0,2830.838604622033,64.7,76.0,53.5,15967.0,61414.16671885765
Lee County,Texas,9426.0,2225.877192982456,71.3,82.3,60.2,18240.0,51677.63157894737
Lee County,Virginia,14171.0,3633.019084847091,56.9,68.6,45.2,21745.0,65169.00436882042
Leelanau County,Michigan,19446.0,2971.4583604848167,47.8,55.6,39.9,23019.0,84478.03988009905
Leflore County,Mississippi,20619.0,5932.974448403973,67.1,77.9,56.3,26378.0,78167.41223747062
Lehigh County,Pennsylvania,334536.0,5117.351503888775,53.6,64.2,43.0,377754.0,88559.22108038566
Lemhi County,Idaho,4436.0,3873.9485842909608,39.6,50.8,28.4,8441.0,52553.01504561071
Lenawee County,Michigan,56315.0,3546.964725184577,51.6,61.5,41.8,97520.0,57747.128794093514
Lenoir County,North Carolina,43957.0,4610.620275070589,62.0,73.4,50.6,54895.0,80074.68804080518
Leon County,Florida,199720.0,4015.317618292228,69.6,81.3,57.9,296913.0,67265.4952797621
Leon County,Texas,7449.0,2962.8733825130003,68.6,79.8,57.3,16538.0,45041.72209457008
Leslie County,Kentucky,6058.0,2980.5352798053527,57.3,68.8,45.7,9864.0,61415.24736415247
Letcher County,Kentucky,12787.0,4264.7994907702105,56.1,67.7,44.5,20423.0,62610.78196151398
Levy County,Florida,23561.0,3497.6904071328822,72.2,83.0,61.4,46545.0,50619.830271779996
Lewis County,Idaho,2409.0,3262.904519925114,47.0,58.1,35.9,3739.0,64428.991709013106
Lewis County,Kentucky,6097.0,2721.035997841672,55.7,67.5,43.9,12973.0,46997.61042164495
Lewis County,Missouri,4321.0,3238.948869423508,54.6,65.5,43.6,9818.0,44011.00020370748
Lewis County,New York,14770.0,2666.8675606448696,45.3,54.8,35.7,26548.0,55635.07608859425
Lewis County,Tennessee,4990.0,3290.9842338894846,59.9,71.6,48.3,13066.0,38190.72401653146
Lewis County,Washington,47831.0,3607.493558047218,48.6,58.2,38.9,86154.0,55518.02586066811
Lewis County,West Virginia,10380.0,4690.909090909091,55.0,67.0,42.9,16500.0,62909.09090909091
Lewis and Clark County,Montana,50046.0,3427.4973003959417,42.5,53.5,31.6,75011.0,66718.21466184959
Lexington County,South Carolina,201372.0,3820.009821405495,64.7,76.2,53.2,309528.0,65057.76537179189
Liberty County,Florida,3309.0,1777.835452893849,69.6,81.0,58.2,7706.0,42940.56579288866
Liberty County,Georgia,48967.0,1628.3774021095217,68.2,79.1,57.4,69210.0,70751.33651206474
Liberty County,Montana,819.0,3394.1236068895646,44.2,56.8,31.6,1974.0,41489.36170212766
Liberty County,Texas,45239.0,1911.8516329244867,71.3,82.1,60.5,108272.0,41782.73237771538
Licking County,Ohio,104991.0,3237.973591847206,52.8,63.3,42.3,183201.0,57309.18499353169
Limestone County,Alabama,47847.0,2699.4260993947005,62.0,73.0,50.8,114654.0,41731.64477471348
Limestone County,Texas,10353.0,4085.3932584269664,68.8,79.9,57.7,22250.0,46530.33707865168
Lincoln County,Arkansas,5851.0,2713.599007598077,65.5,76.1,54.9,12898.0,45363.622267018145
Lincoln County,Colorado,2214.0,3959.85401459854,49.9,65.7,34.2,5480.0,40401.459854014596
Lincoln County,Georgia,4291.0,2500.317299149638,64.3,75.7,52.9,7879.0,54461.226043914205
Lincoln County,Idaho,2584.0,2128.440366972477,47.0,58.9,35.0,5450.0,47412.84403669725
Lincoln County,Kansas,1440.0,3116.4383561643835,57.0,70.9,43.0,2920.0,49315.068493150684
Lincoln County,Kentucky,11582.0,3628.5114627058447,57.5,68.2,46.8,24776.0,46746.851792056834
Lincoln County,Maine,32890.0,3251.4312323663958,47.8,56.1,39.6,36507.0,90092.31106363164
Lincoln County,Minnesota,3322.0,4763.6297772142725,45.5,56.0,35.0,5521.0,60170.25901104872
Lincoln County,Mississippi,15884.0,4339.807503890266,68.4,79.8,57.0,34702.0,45772.57794939773
Lincoln County,Missouri,27238.0,2018.5783396961317,56.5,67.6,45.4,64699.0,42099.56877231487
Lincoln County,Montana,8375.0,3767.983557889929,43.7,54.1,33.4,21895.0,38250.74217857958
Lincoln County,Nevada,2255.0,4155.435759209345,54.5,67.0,41.9,4452.0,50651.39263252471
Lincoln County,New Mexico,15037.0,3440.011982625193,57.1,72.2,42.1,20029.0,75076.1395975835
Lincoln County,North Carolina,60557.0,2702.9004442121764,60.5,72.3,48.8,95675.0,63294.486542984065
Lincoln County,Oklahoma,17588.0,3145.0726231120884,61.9,74.2,49.5,34562.0,50888.258781320525
Lincoln County,Oregon,41111.0,4206.922335255111,52.1,60.7,43.4,50821.0,80893.72503492651
Lincoln County,South Dakota,52595.0,1253.4476637810972,48.0,58.8,37.2,73238.0,71813.81250170677
Lincoln County,Tennessee,16351.0,3577.6493682435234,60.8,72.4,49.3,36169.0,45207.22165390251
Lincoln County,Washington,7082.0,2811.381836769466,48.2,59.9,36.6,11738.0,60333.95808485261
Lincoln County,West Virginia,11823.0,3009.9994924115526,57.5,69.1,45.9,19701.0,60012.18212273489
Lincoln County,Wisconsin,16612.0,4101.390600246436,43.7,54.0,33.5,28405.0,58482.66150325647
Lincoln County,Wyoming,10262.0,2193.4865900383143,38.0,51.3,24.8,20880.0,49147.509578544064
Lincoln Parish,Louisiana,23777.0,3571.577498853259,66.7,78.2,55.3,47962.0,49574.66327509278
Linn County,Iowa,170708.0,3526.632077284559,50.8,61.7,39.9,228972.0,74554.093950352
Linn County,Kansas,3968.0,2697.7687626774846,57.6,68.8,46.4,9860.0,40243.40770791075
Linn County,Missouri,6619.0,3434.8231702145704,54.8,65.7,43.9,11791.0,56136.03595963023
Linn County,Oregon,81828.0,3853.349151304983,50.1,59.7,40.5,131496.0,62228.50885198029
Lipscomb County,Texas,1341.0,1961.459050240881,59.3,73.4,45.2,2906.0,46145.9050240881
Little River County,Arkansas,6565.0,4040.6607369758576,65.3,76.2,54.5,11805.0,55612.028801355365
Live Oak County,Texas,6052.0,3081.837016574585,73.7,84.6,62.6,11584.0,52244.47513812155
Livingston County,Illinois,19788.0,4071.347678369196,53.6,64.1,43.0,35320.0,56024.91506228765
Livingston County,Kentucky,5258.0,4239.766081871345,59.6,70.2,49.1,8892.0,59131.80386864597
Livingston County,Michigan,119740.0,2425.834913116179,49.8,59.5,40.1,196757.0,60856.792896821964
Livingston County,Missouri,7586.0,4183.5543037713815,55.0,66.0,44.1,14557.0,52112.38579377619
Livingston County,New York,40908.0,2532.783936688577,49.9,59.3,40.6,61158.0,66889.04149906799
Livingston Parish,Louisiana,64995.0,1968.0975057444468,70.8,81.4,60.2,150145.0,43288.154783709084
Llano County,Texas,12620.0,4170.491803278688,69.8,82.6,57.1,22875.0,55169.39890710383
Logan County,Arkansas,12217.0,3658.878504672897,62.8,74.3,51.2,21400.0,57088.785046728975
Logan County,Colorado,9386.0,3632.571899704156,49.7,63.2,36.1,20619.0,45521.12129589214
Logan County,Illinois,16697.0,3947.082276187025,54.8,65.5,44.1,27590.0,60518.30373323668
Logan County,Kansas,1451.0,4803.001876172608,53.6,68.1,39.1,2665.0,54446.52908067542
Logan County,Kentucky,16120.0,2786.125941378213,59.1,70.0,48.2,28283.0,56995.368242407094
Logan County,North Dakota,839.0,2996.2546816479403,41.3,51.6,31.0,1869.0,44890.315676832535
Logan County,Ohio,21285.0,3178.6699090257725,52.7,62.4,42.9,46057.0,46214.47336995462
Logan County,Oklahoma,21306.0,1825.4162816572064,61.4,73.8,49.1,53029.0,40178.01580267401
Logan County,West Virginia,20803.0,6289.940636455056,57.1,68.2,45.9,30827.0,67483.05057255004
Long County,Georgia,5262.0,1577.0133714402368,68.3,79.8,56.9,19594.0,26855.1597427784
Lonoke County,Arkansas,43265.0,2187.137891077636,64.3,74.6,54.0,75944.0,56969.60918571579
Lorain County,Ohio,218258.0,3481.1739171463623,52.5,61.3,43.6,317910.0,68654.02157843414
Los Alamos County,New Mexico,20247.0,2381.1972845093605,48.1,61.2,34.9,19444.0,104129.8086813413
Los Angeles County,California,8444862.0,2857.799240325167,60.8,71.8,49.8,9663345.0,87390.67062181885
Loudon County,Tennessee,39415.0,3223.250977868,60.4,71.4,49.4,60591.0,65050.91515241538
Loudoun County,Virginia,391554.0,1523.0997348440576,57.3,67.8,46.9,436347.0,89734.54612957119
Louisa County,Iowa,6532.0,2435.080376676496,53.1,63.7,42.6,10513.0,62132.59773613621
Louisa County,Virginia,17924.0,2258.937056802398,58.1,70.4,45.9,41037.0,43677.65674878768
Love County,Oklahoma,5596.0,4059.82905982906,65.4,76.7,54.0,10296.0,54351.20435120435
Lowndes County,Alabama,6590.0,3354.944941854482,67.1,78.9,55.4,9717.0,67819.2857877946
Lowndes County,Georgia,56145.0,3844.6881834448936,67.9,79.7,56.0,120712.0,46511.53157929618
Lowndes County,Mississippi,35254.0,5329.678962344849,65.2,76.8,53.7,57283.0,61543.56440828868
Lubbock County,Texas,178221.0,4796.535177914875,62.6,76.8,48.4,320940.0,55530.94036268461
Lucas County,Iowa,4292.0,4035.669372356236,52.6,63.6,41.6,8747.0,49068.25197210472
Lucas County,Ohio,277946.0,5292.56094236211,54.1,63.2,45.0,425484.0,65324.66555734175
Luce County,Michigan,3023.0,4118.104118104118,42.6,51.3,33.8,6435.0,46977.466977466975
Lumpkin County,Georgia,13453.0,2572.4658233592377,59.4,70.8,47.9,35258.0,38155.87951670543
Luna County,New Mexico,23486.0,3456.312213619845,62.7,78.5,46.9,25316.0,92771.36988465794
Lunenburg County,Virginia,6879.0,2276.125602259511,59.1,70.2,47.9,12038.0,57144.0438611065
Luzerne County,Pennsylvania,249803.0,4697.48433051914,50.3,60.2,40.4,327388.0,76301.81924810928
Lycoming County,Pennsylvania,68919.0,5005.14531067031,50.5,60.8,40.1,112724.0,61139.59760122069
Lyman County,South Dakota,3444.0,1700.4048582995952,48.4,60.7,36.1,3705.0,92955.46558704454
Lynn County,Texas,2728.0,2412.775559798646,63.5,77.3,49.8,5761.0,47352.89012324249
Lyon County,Iowa,5963.0,2393.7033430704314,47.4,58.1,36.7,12324.0,48385.26452450503
Lyon County,Kansas,21904.0,2962.2031580256125,57.8,70.0,45.7,32172.0,68084.04824070621
Lyon County,Kentucky,5554.0,3428.758027647763,59.9,70.4,49.5,9187.0,60454.9907477958
Lyon County,Minnesota,16003.0,2937.8220002359694,46.6,57.2,36.1,25427.0,62937.03543477406
Lyon County,Nevada,29149.0,2588.5623891472123,50.2,63.9,36.4,62583.0,46576.54634645191
Mackinac County,Michigan,9133.0,3953.55266795687,43.9,52.3,35.4,10851.0,84167.35784720303
Macomb County,Michigan,516191.0,3364.86874086534,51.8,60.1,43.4,875101.0,58986.44842138222
Macon County,Alabama,11436.0,2885.138813282526,65.8,76.8,54.8,18370.0,62253.674469243335
Macon County,Georgia,6580.0,3122.6199543031225,66.3,78.2,54.5,11817.0,55682.491326055686
Macon County,Illinois,61561.0,4823.493155451282,55.0,65.5,44.5,100591.0,61199.31206569176
Macon County,Missouri,7050.0,4379.65833388299,55.1,66.3,43.8,15161.0,46500.890442582946
Macon County,North Carolina,28015.0,4024.7839216911375,55.0,66.1,43.9,38412.0,72932.93762365928
Macon County,Tennessee,9362.0,2732.0568805284965,59.2,70.9,47.4,26793.0,34941.96245287948
Macoupin County,Illinois,27176.0,3814.348675541824,56.3,67.0,45.5,44018.0,61738.37975373711
Madera County,California,99038.0,2260.8652936914364,56.1,68.3,43.8,162858.0,60812.48695182306
Madison County,Alabama,299395.0,3991.274842462433,62.1,73.1,51.2,412600.0,72563.0150266602
Madison County,Arkansas,8967.0,2436.005625879044,59.3,70.2,48.3,17775.0,50447.25738396625
Madison County,Florida,10602.0,3563.9073384092017,69.1,80.6,57.7,18519.0,57249.31151790054
Madison County,Georgia,14840.0,2112.3916622658508,63.2,74.6,51.8,32191.0,46099.841570625336
Madison County,Idaho,26995.0,1587.6216840522852,42.9,54.0,31.7,54547.0,49489.43113278457
Madison County,Illinois,187913.0,3842.7871148459385,57.4,67.9,46.9,262752.0,71517.24820362928
Madison County,Indiana,77819.0,4270.814465978386,54.2,64.7,43.7,132504.0,58729.54778723661
Madison County,Iowa,9736.0,2286.253019857404,52.4,63.9,40.8,16971.0,57368.45206528784
Madison County,Kentucky,52476.0,3361.7615134129323,58.0,69.0,47.0,96735.0,54247.17010389207
Madison County,Mississippi,78241.0,3215.6855774102087,67.4,79.1,55.6,112511.0,69540.75601496742
Madison County,Missouri,5764.0,3937.62797290912,57.2,69.0,45.4,12698.0,45392.97527169633
Madison County,Montana,4554.0,3276.9667051780275,40.1,51.2,29.0,9521.0,47831.11017750236
Madison County,New York,47494.0,3148.4885163102763,47.7,57.1,38.2,66921.0,70970.248501965
Madison County,North Carolina,16545.0,2759.2768791627022,56.0,66.7,45.2,22071.0,74962.62063341036
