,Covid Deaths Start Date,Covid Deaths End Date,State,County name,Deaths from All Causes,Population 2023,Death Per 100k
1637,01/01/2020,06/24/2023,North Carolina,Camden County,189,11137,1697.045883092395
1638,01/01/2020,06/24/2023,North Carolina,Carteret County,3467,69615,4980.248509660274
1639,01/01/2020,06/24/2023,North Carolina,Caswell County,656,22807,2876.309904853773
1640,01/01/2020,06/24/2023,North Carolina,Catawba County,8193,164645,4976.160830878557
1641,01/01/2020,06/24/2023,North Carolina,Chatham County,3067,81624,3757.4732921689697
1642,01/01/2020,06/24/2023,North Carolina,Cherokee County,1248,29959,4165.693113922361
1643,01/01/2020,06/24/2023,North Carolina,Chowan County,777,13891,5593.549780433374
1644,01/01/2020,06/24/2023,North Carolina,Clay County,429,11864,3615.9811193526634
1645,01/01/2020,06/24/2023,North Carolina,Cleveland County,4940,101378,4872.852098088343
1646,01/01/2020,06/24/2023,North Carolina,Columbus County,2557,50121,5101.65399732647
1647,01/01/2020,06/24/2023,North Carolina,Craven County,4758,102391,4646.892793311912
1648,01/01/2020,06/24/2023,North Carolina,Cumberland County,11567,337890,3423.303441948563
1649,01/01/2020,06/24/2023,North Carolina,Currituck County,675,31593,2136.5492355901624
1650,01/01/2020,06/24/2023,North Carolina,Dare County,1073,38110,2815.5339805825242
1651,01/01/2020,06/24/2023,North Carolina,Davidson County,5990,174804,3426.695041303403
1652,01/01/2020,06/24/2023,North Carolina,Davie County,1182,44599,2650.2836386466065
1653,01/01/2020,06/24/2023,North Carolina,Duplin County,1641,49520,3313.8126009693055
1654,01/01/2020,06/24/2023,North Carolina,Durham County,13794,336892,4094.48725407549
1655,01/01/2020,06/24/2023,North Carolina,Edgecombe County,2055,48832,4208.306028833552
1656,01/01/2020,06/24/2023,North Carolina,Forsyth County,20958,392921,5333.896635710486
1657,01/01/2020,06/24/2023,North Carolina,Franklin County,1558,77001,2023.3503460994013
1658,01/01/2020,06/24/2023,North Carolina,Gaston County,9737,237242,4104.247983072138
1659,01/01/2020,06/24/2023,North Carolina,Gates County,322,10343,3113.216668278062
1660,01/01/2020,06/24/2023,North Carolina,Graham County,261,8052,3241.4307004470943
1661,01/01/2020,06/24/2023,North Carolina,Granville County,1719,62192,2764.0210959608953
1662,01/01/2020,06/24/2023,North Carolina,Greene County,526,20530,2562.1042377009253
1663,01/01/2020,06/24/2023,North Carolina,Guilford County,21313,549866,3876.0352522250873
1664,01/01/2020,06/24/2023,North Carolina,Halifax County,2088,47298,4414.562983635672
1665,01/01/2020,06/24/2023,North Carolina,Harnett County,3561,141477,2517.0169002735424
1666,01/01/2020,06/24/2023,North Carolina,Haywood County,2722,62969,4322.761993997046
1667,01/01/2020,06/24/2023,North Carolina,Henderson County,5830,119230,4889.708965864295
1668,01/01/2020,06/24/2023,North Carolina,Hertford County,1087,19453,5587.827070374749
1669,01/01/2020,06/24/2023,North Carolina,Hoke County,1098,54446,2016.6770745325646
1670,01/01/2020,06/24/2023,North Carolina,Hyde County,101,4607,2192.316040807467
1671,01/01/2020,06/24/2023,North Carolina,Iredell County,6544,199710,3276.7512893695857
1672,01/01/2020,06/24/2023,North Carolina,Jackson County,1400,44574,3140.844438461884
1673,01/01/2020,06/24/2023,North Carolina,Johnston County,5663,241955,2340.517864892232
1674,01/01/2020,06/24/2023,North Carolina,Jones County,306,9401,3254.97287522604
1675,01/01/2020,06/24/2023,North Carolina,Lee County,2070,67059,3086.8339820158367
1676,01/01/2020,06/24/2023,North Carolina,Lenoir County,2531,54895,4610.620275070589
1677,01/01/2020,06/24/2023,North Carolina,Lincoln County,2586,95675,2702.9004442121764
1678,01/01/2020,06/24/2023,North Carolina,McDowell County,1388,44893,3091.7960483817074
1679,01/01/2020,06/24/2023,North Carolina,Macon County,1546,38412,4024.7839216911384
1680,01/01/2020,06/24/2023,North Carolina,Madison County,609,22071,2759.2768791627022
1681,01/01/2020,06/24/2023,North Carolina,Martin County,801,21447,3734.7880822492657
1682,01/01/2020,06/24/2023,North Carolina,Mecklenburg County,32903,1163701,2827.4445067934116
1683,01/01/2020,06/24/2023,North Carolina,Mitchell County,915,14999,6100.406693779585
1684,01/01/2020,06/24/2023,North Carolina,Montgomery County,777,26085,2978.723404255319
1685,01/01/2020,06/24/2023,North Carolina,Moore County,6371,106898,5959.8869950794215
1686,01/01/2020,06/24/2023,North Carolina,Nash County,4011,96551,4154.281157108678
1687,01/01/2020,06/24/2023,North Carolina,New Hanover County,12136,238852,5080.970642908579
1688,01/01/2020,06/24/2023,North Carolina,Northampton County,697,16715,4169.907268920132
1689,01/01/2020,06/24/2023,North Carolina,Onslow County,4036,213676,1888.8410490649394
1690,01/01/2020,06/24/2023,North Carolina,Orange County,5857,150626,3888.438914928365
1691,01/01/2020,06/24/2023,North Carolina,Pamlico County,429,12423,3453.272156483941
1692,01/01/2020,06/24/2023,North Carolina,Pasquotank County,2079,41444,5016.407682656114
1693,01/01/2020,06/24/2023,North Carolina,Pender County,1371,68521,2000.8464558310593
1694,01/01/2020,06/24/2023,North Carolina,Perquimans County,410,13377,3064.962248635718
1695,01/01/2020,06/24/2023,North Carolina,Person County,1231,39737,3097.868485290787
1696,01/01/2020,06/24/2023,North Carolina,Pitt County,9967,175119,5691.558311776564
1697,01/01/2020,06/24/2023,North Carolina,Polk County,749,20060,3733.7986041874374
1698,01/01/2020,06/24/2023,North Carolina,Randolph County,4909,147458,3329.083535650829
1699,01/01/2020,06/24/2023,North Carolina,Richmond County,1988,42324,4697.098572913713
1700,01/01/2020,06/24/2023,North Carolina,Robeson County,5047,117365,4300.259873045627
1701,01/01/2020,06/24/2023,North Carolina,Rockingham County,4239,92518,4581.811107027822
1702,01/01/2020,06/24/2023,North Carolina,Rowan County,6171,151661,4068.9432352417566
1703,01/01/2020,06/24/2023,North Carolina,Rutherford County,3296,65507,5031.523348649763
1704,01/01/2020,06/24/2023,North Carolina,Sampson County,1801,59601,3021.76137984262
1705,01/01/2020,06/24/2023,North Carolina,Scotland County,2153,34376,6263.090528275542
1706,01/01/2020,06/24/2023,North Carolina,Stanly County,2301,65699,3502.3364130352056
1707,01/01/2020,06/24/2023,North Carolina,Stokes County,1495,45532,3283.4050777475186
1708,01/01/2020,06/24/2023,North Carolina,Surry County,4357,71462,6096.946628977638
1709,01/01/2020,06/24/2023,North Carolina,Swain County,709,13916,5094.854843345789
1710,01/01/2020,06/24/2023,North Carolina,Transylvania County,1273,33549,3794.4499090881995
1711,01/01/2020,06/24/2023,North Carolina,Tyrrell County,90,3461,2600.4045073678126
1712,01/01/2020,06/24/2023,North Carolina,Union County,5863,256452,2286.197806997021
1713,01/01/2020,06/24/2023,North Carolina,Vance County,2082,42301,4921.869459350843
1714,01/01/2020,06/24/2023,North Carolina,Wake County,26299,1190275,2209.4894037092267
1715,01/01/2020,06/24/2023,North Carolina,Warren County,601,18836,3190.698662136335
1716,01/01/2020,06/24/2023,North Carolina,Washington County,491,10713,4583.216652664986
1717,01/01/2020,06/24/2023,North Carolina,Watauga County,1690,54748,3086.8707532695257
1718,01/01/2020,06/24/2023,North Carolina,Wayne County,5619,118686,4734.341034325868
1719,01/01/2020,06/24/2023,North Carolina,Wilkes County,2619,66013,3967.4003605350463
1720,01/01/2020,06/24/2023,North Carolina,Wilson County,3275,78970,4147.144485247562
1721,01/01/2020,06/24/2023,North Carolina,Yadkin County,1410,37774,3732.7262137978505
1722,01/01/2020,06/24/2023,North Carolina,Yancey County,625,18938,3300.242897877284
1723,01/01/2020,06/24/2023,North Dakota,Adams County,163,2163,7535.829865926953
1724,01/01/2020,06/24/2023,North Dakota,Barnes County,443,10726,4130.151034868543
1725,01/01/2020,06/24/2023,North Dakota,Benson County,143,5745,2489.1209747606613
1726,01/01/2020,06/24/2023,North Dakota,Bottineau County,170,6349,2677.5870215782015
1727,01/01/2020,06/24/2023,North Dakota,Bowman County,86,2867,2999.651203348448
1728,01/01/2020,06/24/2023,North Dakota,Burleigh County,4586,100012,4585.4497460304765
1729,01/01/2020,06/24/2023,North Dakota,Cass County,8168,196362,4159.664293498742
1730,01/01/2020,06/24/2023,North Dakota,Cavalier County,128,3596,3559.5105672969967
1731,01/01/2020,06/24/2023,North Dakota,Dickey County,244,4900,4979.591836734694
1732,01/01/2020,06/24/2023,North Dakota,Divide County,71,2135,3325.526932084309
1733,01/01/2020,06/24/2023,North Dakota,Dunn County,100,4019,2488.1811395869618
1734,01/01/2020,06/24/2023,North Dakota,Eddy County,115,2263,5081.7498895271765
1735,01/01/2020,06/24/2023,North Dakota,Emmons County,109,3224,3380.893300248139
1736,01/01/2020,06/24/2023,North Dakota,Foster County,153,3309,4623.753399818676
1737,01/01/2020,06/24/2023,North Dakota,Grand Forks County,2525,72708,3472.7952907520494
1738,01/01/2020,06/24/2023,North Dakota,Grant County,90,2215,4063.2054176072234
1739,01/01/2020,06/24/2023,North Dakota,Griggs County,87,2248,3870.106761565836
1740,01/01/2020,06/24/2023,North Dakota,Hettinger County,66,2415,2732.919254658385
1741,01/01/2020,06/24/2023,North Dakota,Kidder County,34,2342,1451.7506404782237
1742,01/01/2020,06/24/2023,North Dakota,LaMoure County,107,4096,2612.3046875
1743,01/01/2020,06/24/2023,North Dakota,Logan County,56,1869,2996.2546816479403
1744,01/01/2020,06/24/2023,North Dakota,McHenry County,168,5131,3274.2155525238745
1745,01/01/2020,06/24/2023,North Dakota,McIntosh County,150,2488,6028.938906752412
1746,01/01/2020,06/24/2023,North Dakota,McKenzie County,225,14252,1578.7257928711758
1747,01/01/2020,06/24/2023,North Dakota,McLean County,325,9832,3305.53295362083
1748,01/01/2020,06/24/2023,North Dakota,Mercer County,224,8309,2695.871946082561
1749,01/01/2020,06/24/2023,North Dakota,Morton County,893,33895,2634.6068741702315
1750,01/01/2020,06/24/2023,North Dakota,Mountrail County,218,9383,2323.350740701268
1751,01/01/2020,06/24/2023,North Dakota,Nelson County,172,2991,5750.58508859913
1752,01/01/2020,06/24/2023,North Dakota,Pembina County,209,6661,3137.66701696442
1753,01/01/2020,06/24/2023,North Dakota,Pierce County,193,3902,4946.181445412609
1754,01/01/2020,06/24/2023,North Dakota,Ramsey County,448,11463,3908.2264677658554
1755,01/01/2020,06/24/2023,North Dakota,Ransom County,266,5603,4747.456719614493
1756,01/01/2020,06/24/2023,North Dakota,Renville County,69,2279,3027.6437033786747
1757,01/01/2020,06/24/2023,North Dakota,Richland County,313,16558,1890.324918468414
1758,01/01/2020,06/24/2023,North Dakota,Rolette County,393,11728,3350.9549795361527
1759,01/01/2020,06/24/2023,North Dakota,Sargent County,88,3776,2330.508474576271
1760,01/01/2020,06/24/2023,North Dakota,Stark County,816,33001,2472.6523438683676
1761,01/01/2020,06/24/2023,North Dakota,Steele County,17,1782,953.9842873176207
1762,01/01/2020,06/24/2023,North Dakota,Stutsman County,767,21392,3585.4525056095736
1763,01/01/2020,06/24/2023,North Dakota,Towner County,98,2030,4827.586206896552
1764,01/01/2020,06/24/2023,North Dakota,Traill County,329,7908,4160.343955488113
1765,01/01/2020,06/24/2023,North Dakota,Walsh County,415,10305,4027.171276079573
1766,01/01/2020,06/24/2023,North Dakota,Ward County,2599,68332,3803.488848562899
1767,01/01/2020,06/24/2023,North Dakota,Wells County,204,3876,5263.157894736842
1768,01/01/2020,06/24/2023,North Dakota,Williams County,670,39113,1712.985452407128
1769,01/01/2020,06/24/2023,Nebraska,Adams County,1246,30899,4032.492960937247
1770,01/01/2020,06/24/2023,Nebraska,Antelope County,192,6302,3046.651856553475
1771,01/01/2020,06/24/2023,Nebraska,Boone County,251,5310,4726.930320150659
1772,01/01/2020,06/24/2023,Nebraska,Box Butte County,349,10692,3264.1227085671526
1773,01/01/2020,06/24/2023,Nebraska,Boyd County,79,1725,4579.710144927536
1774,01/01/2020,06/24/2023,Nebraska,Brown County,122,2853,4276.2004907115315
1775,01/01/2020,06/24/2023,Nebraska,Buffalo County,2060,50697,4063.3568061226506
1776,01/01/2020,06/24/2023,Nebraska,Burt County,202,6727,3002.824438828601
1777,01/01/2020,06/24/2023,Nebraska,Butler County,272,8459,3215.510107577728
1778,01/01/2020,06/24/2023,Nebraska,Cass County,528,27446,1923.7775996502223
1779,01/01/2020,06/24/2023,Nebraska,Cedar County,270,8262,3267.9738562091507
1780,01/01/2020,06/24/2023,Nebraska,Chase County,184,3724,4940.923737916219
1781,01/01/2020,06/24/2023,Nebraska,Cherry County,147,5492,2676.6205389657684
1782,01/01/2020,06/24/2023,Nebraska,Cheyenne County,339,9541,3553.086678545226
1783,01/01/2020,06/24/2023,Nebraska,Clay County,162,6116,2648.7900588620014
1784,01/01/2020,06/24/2023,Nebraska,Colfax County,134,10566,1268.2188150671966
1785,01/01/2020,06/24/2023,Nebraska,Cuming County,367,8918,4115.272482619421
1786,01/01/2020,06/24/2023,Nebraska,Custer County,344,10581,3251.11048105094
1787,01/01/2020,06/24/2023,Nebraska,Dakota County,385,21268,1810.2313334587172
1788,01/01/2020,06/24/2023,Nebraska,Dawes County,334,8133,4106.725685478913
1789,01/01/2020,06/24/2023,Nebraska,Dawson County,717,24085,2976.9566119991696
1790,01/01/2020,06/24/2023,Nebraska,Deuel County,31,1871,1656.8679850347407
1791,01/01/2020,06/24/2023,Nebraska,Dixon County,134,5491,2440.3569477326537
1792,01/01/2020,06/24/2023,Nebraska,Dodge County,1465,37187,3939.5487670422463
1793,01/01/2020,06/24/2023,Nebraska,Douglas County,20866,589540,3539.369678054076
1794,01/01/2020,06/24/2023,Nebraska,Dundy County,75,1561,4804.612427930813
1795,01/01/2020,06/24/2023,Nebraska,Fillmore County,253,5548,4560.201874549387
1796,01/01/2020,06/24/2023,Nebraska,Franklin County,106,2825,3752.212389380531
1797,01/01/2020,06/24/2023,Nebraska,Frontier County,46,2585,1779.4970986460348
1798,01/01/2020,06/24/2023,Nebraska,Furnas County,167,4556,3665.4960491659353
1799,01/01/2020,06/24/2023,Nebraska,Gage County,897,21634,4146.251271147268
1800,01/01/2020,06/24/2023,Nebraska,Garden County,94,1794,5239.687848383501
1801,01/01/2020,06/24/2023,Nebraska,Garfield County,128,1763,7260.351673284175
1802,01/01/2020,06/24/2023,Nebraska,Gosper County,86,1847,4656.199242014077
1803,01/01/2020,06/24/2023,Nebraska,Greeley County,46,2219,2073.0058584948174
1804,01/01/2020,06/24/2023,Nebraska,Hall County,2274,62197,3656.124893483609
1805,01/01/2020,06/24/2023,Nebraska,Hamilton County,304,9537,3187.58519450561
1806,01/01/2020,06/24/2023,Nebraska,Harlan County,142,3045,4663.382594417078
1807,01/01/2020,06/24/2023,Nebraska,Hitchcock County,93,2552,3644.200626959248
1808,01/01/2020,06/24/2023,Nebraska,Holt County,380,10093,3764.9856336074504
1809,01/01/2020,06/24/2023,Nebraska,Howard County,240,6527,3677.033859353455
1810,01/01/2020,06/24/2023,Nebraska,Jefferson County,343,7054,4862.489367734619
1811,01/01/2020,06/24/2023,Nebraska,Johnson County,137,5198,2635.6290881108116
1812,01/01/2020,06/24/2023,Nebraska,Kearney County,156,6770,2304.2836041358937
1813,01/01/2020,06/24/2023,Nebraska,Keith County,287,8113,3537.532355478861
1814,01/01/2020,06/24/2023,Nebraska,Keya Paha County,11,805,1366.4596273291925
1815,01/01/2020,06/24/2023,Nebraska,Kimball County,152,3289,4621.465491030709
1816,01/01/2020,06/24/2023,Nebraska,Knox County,298,8298,3591.226801638949
1817,01/01/2020,06/24/2023,Nebraska,Lancaster County,10976,326716,3359.49264804907
1818,01/01/2020,06/24/2023,Nebraska,Lincoln County,1696,33365,5083.170987561816
1819,01/01/2020,06/24/2023,Nebraska,Madison County,1515,35627,4252.392848120808
1820,01/01/2020,06/24/2023,Nebraska,Merrick County,241,7755,3107.672469374597
1821,01/01/2020,06/24/2023,Nebraska,Morrill County,246,4504,5461.811722912966
1822,01/01/2020,06/24/2023,Nebraska,Nance County,213,3274,6505.8032987171655
1823,01/01/2020,06/24/2023,Nebraska,Nemaha County,266,7076,3759.185980780102
1824,01/01/2020,06/24/2023,Nebraska,Nuckolls County,170,4095,4151.404151404151
1825,01/01/2020,06/24/2023,Nebraska,Otoe County,520,16335,3183.348637894092
1826,01/01/2020,06/24/2023,Nebraska,Pawnee County,136,2512,5414.012738853503
1827,01/01/2020,06/24/2023,Nebraska,Perkins County,129,2795,4615.384615384615
1828,01/01/2020,06/24/2023,Nebraska,Phelps County,367,9057,4052.1143866622497
1829,01/01/2020,06/24/2023,Nebraska,Pierce County,224,7299,3068.9135498013425
1830,01/01/2020,06/24/2023,Nebraska,Platte County,931,34609,2690.051720650698
1831,01/01/2020,06/24/2023,Nebraska,Polk County,236,5228,4514.154552410099
1832,01/01/2020,06/24/2023,Nebraska,Red Willow County,443,10457,4236.396672085684
1833,01/01/2020,06/24/2023,Nebraska,Richardson County,385,7689,5007.1530758226045
1834,01/01/2020,06/24/2023,Nebraska,Rock County,80,1271,6294.256490952006
1835,01/01/2020,06/24/2023,Nebraska,Saline County,323,14555,2219.168670559945
1836,01/01/2020,06/24/2023,Nebraska,Sarpy County,3314,199886,1657.9450286663398
1837,01/01/2020,06/24/2023,Nebraska,Saunders County,617,23463,2629.6722499254147
1838,01/01/2020,06/24/2023,Nebraska,Scotts Bluff County,1655,35699,4635.9842012381305
1839,01/01/2020,06/24/2023,Nebraska,Seward County,507,17671,2869.1075773866787
1840,01/01/2020,06/24/2023,Nebraska,Sheridan County,240,4928,4870.12987012987
1841,01/01/2020,06/24/2023,Nebraska,Sherman County,99,2983,3318.806570566544
1842,01/01/2020,06/24/2023,Nebraska,Sioux County,28,1154,2426.3431542461003
1843,01/01/2020,06/24/2023,Nebraska,Stanton County,147,5856,2510.245901639344
1844,01/01/2020,06/24/2023,Nebraska,Thayer County,237,4829,4907.848415821081
1845,01/01/2020,06/24/2023,Nebraska,Thurston County,227,6557,3461.9490620710694
1846,01/01/2020,06/24/2023,Nebraska,Valley County,159,4012,3963.110667996012
1847,01/01/2020,06/24/2023,Nebraska,Washington County,497,21152,2349.659606656581
1848,01/01/2020,06/24/2023,Nebraska,Wayne County,247,9874,2501.5191411788537
1849,01/01/2020,06/24/2023,Nebraska,Webster County,172,3351,5132.7961802447035
1850,01/01/2020,06/24/2023,Nebraska,York County,453,14356,3155.4750626915575
1851,01/01/2020,06/24/2023,New Hampshire,Belknap County,2401,65027,3692.3124240700017
1852,01/01/2020,06/24/2023,New Hampshire,Carroll County,1733,52448,3304.2251372788287
1853,01/01/2020,06/24/2023,New Hampshire,Cheshire County,2670,77703,3436.1607659935908
1854,01/01/2020,06/24/2023,New Hampshire,Coos County,1619,31372,5160.6528114242
1855,01/01/2020,06/24/2023,New Hampshire,Grafton County,5371,93146,5766.216477358125
1856,01/01/2020,06/24/2023,New Hampshire,Hillsborough County,13683,427354,3201.7952329918517
1857,01/01/2020,06/24/2023,New Hampshire,Merrimack County,6051,157103,3851.6132728210155
1858,01/01/2020,06/24/2023,New Hampshire,Rockingham County,8741,320689,2725.6937406646316
1859,01/01/2020,06/24/2023,New Hampshire,Strafford County,4683,133243,3514.63116261267
1860,01/01/2020,06/24/2023,New Hampshire,Sullivan County,1300,43969,2956.6285337396803
1861,01/01/2020,06/24/2023,New Jersey,Atlantic County,11368,275213,4130.618829779117
1862,01/01/2020,06/24/2023,New Jersey,Bergen County,30334,957736,3167.261124151123
1863,01/01/2020,06/24/2023,New Jersey,Burlington County,13712,469167,2922.6266979561647
1864,01/01/2020,06/24/2023,New Jersey,Camden County,22848,527196,4333.872032412993
1865,01/01/2020,06/24/2023,New Jersey,Cape May County,4127,94610,4362.11816932671
1866,01/01/2020,06/24/2023,New Jersey,Cumberland County,5966,152326,3916.599923847538
1867,01/01/2020,06/24/2023,New Jersey,Essex County,26948,851117,3166.1921921427956
1868,01/01/2020,06/24/2023,New Jersey,Gloucester County,9970,308423,3232.573446208616
1869,01/01/2020,06/24/2023,New Jersey,Hudson County,13407,705472,1900.4297831806225
1870,01/01/2020,06/24/2023,New Jersey,Hunterdon County,3093,130183,2375.8862524292726
1871,01/01/2020,06/24/2023,New Jersey,Mercer County,11118,381671,2912.980027301
1872,01/01/2020,06/24/2023,New Jersey,Middlesex County,26376,863623,3054.1104162348615
1873,01/01/2020,06/24/2023,New Jersey,Monmouth County,23945,642799,3725.1146937067424
1874,01/01/2020,06/24/2023,New Jersey,Morris County,18364,514423,3569.8248328710033
1875,01/01/2020,06/24/2023,New Jersey,Ocean County,25702,659197,3898.986190774533
1876,01/01/2020,06/24/2023,New Jersey,Passaic County,13761,513395,2680.3922905365266
1877,01/01/2020,06/24/2023,New Jersey,Salem County,2288,65338,3501.7906884202152
1878,01/01/2020,06/24/2023,New Jersey,Somerset County,8169,348842,2341.7478399963306
1879,01/01/2020,06/24/2023,New Jersey,Sussex County,4291,146132,2936.3862808967233
1880,01/01/2020,06/24/2023,New Jersey,Union County,16011,572726,2795.577640966186
1881,01/01/2020,06/24/2023,New Jersey,Warren County,3665,111252,3294.3227986912593
1882,01/01/2020,06/24/2023,New Mexico,Bernalillo County,30235,671586,4502.0295241413605
1883,01/01/2020,06/24/2023,New Mexico,Catron County,126,3825,3294.117647058824
1884,01/01/2020,06/24/2023,New Mexico,Chaves County,2514,63561,3955.255581252655
1885,01/01/2020,06/24/2023,New Mexico,Cibola County,904,26780,3375.653472740851
1886,01/01/2020,06/24/2023,New Mexico,Colfax County,498,12255,4063.6474908200735
1887,01/01/2020,06/24/2023,New Mexico,Curry County,1495,47222,3165.897251281183
1888,01/01/2020,06/24/2023,New Mexico,De Baca County,59,1657,3560.6517803258903
1889,01/01/2020,06/24/2023,New Mexico,Eddy County,1817,60275,3014.5167980091246
1890,01/01/2020,06/24/2023,New Mexico,Grant County,1161,27472,4226.121141525918
1891,01/01/2020,06/24/2023,New Mexico,Guadalupe County,180,4292,4193.849021435228
1892,01/01/2020,06/24/2023,New Mexico,Hidalgo County,130,3965,3278.688524590164
1893,01/01/2020,06/24/2023,New Mexico,Lea County,1771,72101,2456.2766119748685
1894,01/01/2020,06/24/2023,New Mexico,Lincoln County,689,20029,3440.0119826251935
1895,01/01/2020,06/24/2023,New Mexico,Los Alamos County,463,19444,2381.1972845093605
1896,01/01/2020,06/24/2023,New Mexico,Luna County,875,25316,3456.312213619845
1897,01/01/2020,06/24/2023,New Mexico,McKinley County,2400,68797,3488.524208904458
1898,01/01/2020,06/24/2023,New Mexico,Mora County,116,4123,2813.4853262187726
1899,01/01/2020,06/24/2023,New Mexico,Otero County,2159,68835,3136.485799375318
1900,01/01/2020,06/24/2023,New Mexico,Quay County,355,8510,4171.562867215041
1901,01/01/2020,06/24/2023,New Mexico,Rio Arriba County,1421,39876,3563.546995686628
1902,01/01/2020,06/24/2023,New Mexico,Roosevelt County,472,18787,2512.375578857721
1903,01/01/2020,06/24/2023,New Mexico,Sandoval County,5657,155936,3627.7703673301867
1904,01/01/2020,06/24/2023,New Mexico,San Juan County,5001,120675,4144.188937228092
1905,01/01/2020,06/24/2023,New Mexico,San Miguel County,895,26668,3356.082195890205
1906,01/01/2020,06/24/2023,New Mexico,Santa Fe County,5569,155956,3570.8789658621663
1907,01/01/2020,06/24/2023,New Mexico,Sierra County,731,11488,6363.161559888579
1908,01/01/2020,06/24/2023,New Mexico,Socorro County,545,15963,3414.145210799975
1909,01/01/2020,06/24/2023,New Mexico,Taos County,1215,34405,3531.46345007993
1910,01/01/2020,06/24/2023,New Mexico,Torrance County,445,15633,2846.5425702040557
1911,01/01/2020,06/24/2023,New Mexico,Union County,161,3964,4061.553985872856
1912,01/01/2020,06/24/2023,New Mexico,Valencia County,1958,79141,2474.065275899976
1913,01/01/2020,06/24/2023,Nevada,Churchill County,1053,25803,4080.9208231600974
1914,01/01/2020,06/24/2023,Nevada,Clark County,78272,2336573,3349.8632398816558
1915,01/01/2020,06/24/2023,Nevada,Douglas County,1588,49545,3205.167019880916
1916,01/01/2020,06/24/2023,Nevada,Elko County,1236,54293,2276.5365700919087
1917,01/01/2020,06/24/2023,Nevada,Esmeralda County,50,736,6793.478260869565
1918,01/01/2020,06/24/2023,Nevada,Eureka County,69,1917,3599.3740219092333
1919,01/01/2020,06/24/2023,Nevada,Humboldt County,464,17136,2707.7497665732963
1920,01/01/2020,06/24/2023,Nevada,Lander County,158,5769,2738.7762177153754
1921,01/01/2020,06/24/2023,Nevada,Lincoln County,185,4452,4155.435759209345
1922,01/01/2020,06/24/2023,Nevada,Lyon County,1620,62583,2588.5623891472123
1923,01/01/2020,06/24/2023,Nevada,Mineral County,212,4528,4681.978798586572
1924,01/01/2020,06/24/2023,Nevada,Nye County,2011,55720,3609.1170136396267
1925,01/01/2020,06/24/2023,Nevada,Pershing County,188,6364,2954.1169076052797
1926,01/01/2020,06/24/2023,Nevada,Storey County,126,4177,3016.5190327986593
1927,01/01/2020,06/24/2023,Nevada,Washoe County,19412,498022,3897.8197750300187
1928,01/01/2020,06/24/2023,Nevada,White Pine County,275,8522,3226.9420323867635
1929,01/01/2020,06/24/2023,Nevada,Carson City,4174,58036,7192.087669722241
1930,01/01/2020,06/24/2023,New York,Albany County,15328,316659,4840.538244610133
1931,01/01/2020,06/24/2023,New York,Allegany County,1513,46651,3243.2316563417717
1932,01/01/2020,06/24/2023,New York,Bronx County,46652,1356476,3439.2057065513877
1933,01/01/2020,06/24/2023,New York,Broome County,9361,196077,4774.144851257414
1934,01/01/2020,06/24/2023,New York,Cattaraugus County,3079,75600,4072.751322751323
1935,01/01/2020,06/24/2023,New York,Cayuga County,2651,74485,3559.1058602403173
1936,01/01/2020,06/24/2023,New York,Chautauqua County,4803,124891,3845.753497049427
1937,01/01/2020,06/24/2023,New York,Chemung County,3660,81325,4500.461112818936
1938,01/01/2020,06/24/2023,New York,Chenango County,1819,45920,3961.23693379791
1939,01/01/2020,06/24/2023,New York,Clinton County,3057,78115,3913.460922998144
1940,01/01/2020,06/24/2023,New York,Columbia County,2365,60470,3911.030262940301
1941,01/01/2020,06/24/2023,New York,Cortland County,1544,45752,3374.715859415982
1942,01/01/2020,06/24/2023,New York,Delaware County,1629,44410,3668.0927718982207
1943,01/01/2020,06/24/2023,New York,Dutchess County,10531,297150,3544.001346121487
1944,01/01/2020,06/24/2023,New York,Erie County,40795,946147,4311.697865130894
1945,01/01/2020,06/24/2023,New York,Essex County,1328,36775,3611.148878314072
1946,01/01/2020,06/24/2023,New York,Franklin County,1532,46502,3294.481957765257
1947,01/01/2020,06/24/2023,New York,Fulton County,2056,52234,3936.1335528582918
1948,01/01/2020,06/24/2023,New York,Genesee County,2196,57529,3817.205235620296
1949,01/01/2020,06/24/2023,New York,Greene County,1271,47062,2700.692703242531
1950,01/01/2020,06/24/2023,New York,Hamilton County,124,5082,2439.9842581660764
1951,01/01/2020,06/24/2023,New York,Herkimer County,1614,59484,2713.334678232802
1952,01/01/2020,06/24/2023,New York,Jefferson County,3371,114787,2936.7437079111746
1953,01/01/2020,06/24/2023,New York,Kings County,62817,2561225,2452.615447686166
1954,01/01/2020,06/24/2023,New York,Lewis County,708,26548,2666.8675606448696
1955,01/01/2020,06/24/2023,New York,Livingston County,1549,61158,2532.783936688577
1956,01/01/2020,06/24/2023,New York,Madison County,2107,66921,3148.4885163102763
1957,01/01/2020,06/24/2023,New York,Monroe County,31191,748482,4167.2344825927685
1958,01/01/2020,06/24/2023,New York,Montgomery County,2321,49368,4701.426024955436
1959,01/01/2020,06/24/2023,New York,Nassau County,46564,1381715,3370.01480044727
1960,01/01/2020,06/24/2023,New York,New York County,55198,1597451,3455.3798520267605
1961,01/01/2020,06/24/2023,New York,Niagara County,7948,209457,3794.5735878963224
1962,01/01/2020,06/24/2023,New York,Oneida County,10413,227555,4576.036562589264
1963,01/01/2020,06/24/2023,New York,Onondaga County,20905,467873,4468.092837158802
